District,Konie,Bydło rogate,Trzoda chlewna,Owce,Kozy
LESZCZYŃSKI,7826.212312145324,26905.041035151793,28165.788836668682,1673.9873627111278,2950.822802792535
MIĘDZYCHODZKI,4915.0,15252.0,17265.0,1324.0,2539.0
MOGILEŃSKI,16846.0,45217.0,44009.0,13274.0,4830.0
NOWOTOMYSKI,11832.0,35463.0,46486.0,5704.0,7031.0
OBORNICKI,10653.527697017034,32703.689981885032,47706.71784707166,7358.067450041573,3760.698261516475
OSTROWSKI (OSTRÓW WIELKOPOLSKI),10165.855559825704,35960.93531660918,28458.95801250274,2340.653238721705,3997.1299490018614
POZNAŃ (MIASTO),2231.0,935.0,792.0,6.0,556.0
RAWICKI,5969.240366086175,21840.41418162309,21044.068274284193,371.0976024774638,2104.927178272539
SZAMOTULSKI,10355.0,28617.0,34937.0,8090.0,4567.0
ŚREDZKI,10015.0,27530.0,29407.0,4531.0,2038.0
ŚREMSKI,9363.465559639786,27114.660233893344,25435.551443311302,4087.2902936880705,2215.7262190627926
WĄGROWIECKI,11576.339030525376,31507.673156877696,45226.61889440584,5743.604420057792,2772.3199753035747
WOLSZTYŃSKI,6788.0,23697.0,26722.0,1754.0,4720.0
WRZESIŃSKI,7580.0,22978.0,24083.0,1640.0,1601.0
ŻNIŃSKI,8730.0,23892.0,33223.0,3603.0,1785.0
POZNAŃSKI,12598.798394226313,34429.4253057386,37955.63079509264,3252.8190463546084,4159.310936300083
GNIEZNO (MIASTO),299.429555037957,199.2655310627461,567.9760253586761,4.643061960490965,239.83663615480359
KALISKI,18013.2779532314,48799.09736160854,23633.771517263824,1914.8945682775693,1601.3850397140845
KOLSKI,15947.0,38982.0,26021.0,2251.0,737.0
KONIŃSKI,28276.0,75641.0,45660.0,5192.0,3692.0
TURECKI,14921.342650374945,39495.902324328636,24112.89263444059,1810.9203499062673,555.9669466045307
DOLIŃSKI,8925.85413497977,38288.942813345995,10549.52604474749,16879.241671595984,519.0347519043576
HORODEŃSKI,16939.0,21654.0,16349.0,15512.0,565.0
KAŁUSKI,9217.271782420092,31084.53641055848,11915.540991921507,3579.215503139074,522.628812405263
KOŁOMYJSKI,16913.0,40845.0,23348.0,14264.0,1700.0
KOSOWSKI (KOSÓW HUCULSKI),6362.0,26379.0,12580.0,43419.0,1108.0
NADWÓRNIAŃSKI,10241.0,31323.0,12213.0,15351.0,1750.0
ROHATYŃSKI,18666.0,42043.0,19180.0,926.0,918.0
STANISŁAWOWSKI,14601.022665879698,41005.09560146658,15803.28212910703,948.6691838302115,1187.633593867013
STRYJSKI,13230.425356162803,47932.25613819001,11947.885520300048,8811.520921195175,451.48516701276986
ŚNIATYŃSKI,9492.0,19546.0,13375.0,9780.0,1580.0
TŁUMACKI,13236.88596338991,31568.735379740898,17769.998810009416,3968.315471363553,726.8696655467894
ŻYDACZOWSKI,10499.720508857426,29366.801048463996,8304.58843495246,115.23740720883941,126.48008108287253
BIELSKI (BIELSKO),2618.0,14993.0,8108.0,272.0,874.0
BIELSKO (MIASTO),187.0,98.0,66.0,0.0,5.0
CIESZYŃSKI,3511.0,22908.0,15725.0,2718.0,1586.0
TARNOGÓRSKI,1192.0,3727.0,2642.0,32.0,3364.0
KATOWICE (MIASTO),1199.0,274.0,1063.0,23.0,2369.0
KATOWICKI,2275.7526335881703,1959.9218530512903,3158.3078053687964,26.56520583955062,7260.1723662979275
LUBLINIECKI,3854.0,14645.0,8311.0,141.0,1206.0
PSZCZYŃSKI,7820.0,35493.0,16646.0,142.0,7408.0
RYBNICKI,7828.0,31165.0,23405.0,215.0,13733.0
ŚWIĘTOCHŁOWICKI,1742.9950773958092,952.3179808341348,2761.5273963656505,36.02838986795806,6021.609809282505
CHORZÓW,896.252289016021,149.76016611457487,869.1647982655534,4.406404292491315,1329.2178244195682
BORSZCZOWSKI,17228.874589060117,29968.278336161307,26043.074099695794,18059.490816027686,722.1034182188379
BRODZKI,14951.863169120072,31305.560617522355,20845.79917680013,5217.2581919481845,195.88175346804792
BRZEŻAŃSKI,17671.814283988566,31092.265217140968,16100.158770633516,2255.557994881538,718.6152070099237
BUCZACKI,19243.0,40632.0,17883.0,2998.0,1534.0
CZORTKOWSKI,12688.9716105514,22019.044996537104,16163.051601303157,1546.6425307479483,588.6755813186658
KAMIONECKI,14844.526762179166,28721.715117541782,19935.970988942277,1866.1135083658469,52.715785019955945
PODHAJECKI,16514.996381165798,31579.634188957614,13961.040585741634,1477.6319380848431,940.9310825246926
PRZEMYŚLAŃSKI,14527.0,29957.0,14439.0,758.0,286.0
RADZIECHOWSKI,14057.0,24622.0,24996.0,10368.0,92.0
SKAŁACKI,16556.96756422246,24573.544745490937,17452.017580460582,1357.6382982460982,310.01189487509333
TARNOPOLSKI,23632.574716490184,37892.52114839168,20622.18402425846,1133.2214570756958,414.56836829000554
TREMBOWELSKI,14236.121472555336,25659.70424311838,14384.742840869643,419.7080683245473,317.16336461139906
ZALESZCZYCKI,10780.919874909649,16609.26304935083,12830.565294464093,12023.218076270497,590.3604355798211
ZBARASKI,15546.0,22745.0,12350.0,5039.0,118.0
ZBOROWSKI,13765.136830879928,26359.439382477645,16344.20082319987,1153.7418080518153,299.1182465319521
ZŁOCZOWSKI,16472.0,34948.0,17385.0,1324.0,237.0
KOPYCZYNIECKI,15592.57909536679,27809.37668308522,19062.343271535166,1129.6906620083091,853.4385757524958
BŁOŃSKI,12119.0,30180.0,16252.0,227.0,122.0
CIECHANOWSKI,15458.0,33364.0,14341.0,1792.0,17.0
GOSTYNIŃSKI,12030.0,31589.0,18430.0,1675.0,399.0
GRÓJECKI,20560.0,47665.0,36490.0,2427.0,114.0
KUTNOWSKI,14241.0,34471.0,18594.0,1161.0,188.0
ŁOWICKI,16832.0,46451.0,20699.0,3416.0,147.0
MAKOWSKI (MAKÓW MAZOWIECKI),12591.0,24955.0,14257.0,2097.0,45.0
MIŃSKI,12004.0,32140.0,23681.0,1502.0,35.0
MŁAWSKI,16585.0,39031.0,16866.0,926.0,159.0
PŁOCKI,19728.0,44651.0,32355.0,2542.0,70.0
PŁOŃSKI,15752.0,37189.0,25340.0,3417.0,46.0
PRZASNYCKI,12685.0,29390.0,10537.0,2278.0,28.0
PUŁTUSKI,16975.0,39845.0,22926.0,1430.0,55.0
RADZYMIŃSKI,9755.0,24087.0,12639.0,250.0,21.0
RAWSKI (RAWA MAZOWIECKA),13120.0,34783.0,29116.0,6842.0,103.0
SIERPECKI,14778.560200340615,40723.18814392341,23718.752168749998,2129.941799784534,143.64024869103304
SKIERNIEWICKI,8962.0,25521.0,16775.0,2539.0,67.0
SOCHACZEWSKI,11100.0,28869.0,16021.0,178.0,87.0
WARSZAWSKI,16853.0,28809.0,15766.0,424.0,290.0
DZIAŁDOWSKI,7718.0,21773.0,18988.0,4632.0,826.0
DUBIEŃSKI,55135.0,74725.0,60975.0,4577.0,284.0
HOROCHOWSKI,31262.0,38272.0,32435.0,1871.0,52.0
KOWELSKI,47897.0,100228.0,49975.0,43376.0,160.0
KRZEMIENIECKI,53334.0,67016.0,36147.0,15350.0,406.0
LUBOMELSKI,17102.0,35804.0,19978.0,15528.0,7.0
ŁUCKI,55534.0,101967.0,67536.0,18268.0,344.0
RÓWIEŃSKI,50048.0,70333.0,52820.0,8886.0,350.0
WŁODZIMIERSKI,35142.0,48814.0,34713.0,4883.0,96.0
KOSTOPOLSKI,23983.0,73414.0,39380.0,20566.0,88.0
ZDOŁBUNOWSKI,23880.0,31752.0,30391.0,5782.0,232.0
SARNEŃSKI,21878.0,85942.0,42494.0,28930.0,187.0
BRASŁAWSKI,28844.0,60707.0,45154.0,68111.0,408.0
OSZMIAŃSKI,19657.804954490202,40651.91334530506,30188.98384904878,36265.158541382145,85.06446744923807
ŚWIĘCIAŃSKI,27767.0,53471.0,33423.0,55841.0,360.0
WILNO (MIASTO),650.0,1379.0,659.0,36.0,17.0
DZIŚNIEŃSKI,32847.0,68426.0,55923.0,82220.0,567.0
WILEJSKI,23177.0,52793.0,46243.0,32235.0,248.0
WILEŃSKO-TROCKI,38020.1950455098,84265.08665469494,70287.01615095123,58303.841458617855,422.93553255076193
POSTAWSKI,23868.0,46371.0,35480.0,52590.0,261.0
MOŁODECZAŃSKI,15288.0,34427.0,27998.0,29807.0,124.0
