District,Konie (sztuki),Bydło rogate (sztuki),Trzoda chlewna (sztuki),Owce (sztuki),Kozy (sztuki)
ZAWIERCIAŃSKI,6835.0,25361.0,17638.0,4555.0,1286.0
CZĘSTOCHOWA (MIASTO),1192.0,1177.0,1580.0,26.0,230.0
SOSNOWIEC,954.0,826.0,690.0,9.0,1375.0
RADOM (MIASTO),437.35621362155655,970.3220411843236,639.5337186305474,620.6500977501648,54.24979038771475
BIALSKI (BIAŁA KRAKOWSKA),4212.782798803215,29320.43451942766,15067.692539657583,573.3191193944245,1517.0554575407475
BOCHEŃSKI,9135.0,40683.0,17283.0,348.0,508.0
BRZESKI (BRZESKO),9187.0,43322.0,15665.0,312.0,596.0
CHRZANOWSKI,4653.0,20248.0,6027.0,195.0,3419.0
DĄBROWSKI,10562.0,35994.0,16868.0,29.0,239.0
GORLICKI,9086.774884600312,51035.42453752362,13461.17417610629,2652.000230214288,1082.1557979850518
JASIELSKI,12241.998061470944,50220.56422865289,18173.09586609932,1682.2324079741356,1039.4109102248997
KRAKOWSKI,11948.002592427823,45130.4285337706,15060.173919023087,553.2115908873095,1777.2141276016864
KRAKÓW (MIASTO),1962.0,1626.0,1023.0,22.0,545.0
LIMANOWSKI,4727.0,43224.0,8395.0,3692.0,1301.0
MIELECKI,11399.0,38062.0,17546.0,92.0,114.0
MYŚLENICKI,6422.915926300635,41859.92979574247,10983.764729213659,943.1139894050463,1405.9559187634543
NOWOSĄDECKI,10516.605384695857,65758.3643562047,21500.05760314263,6600.751108889127,1402.8616531604039
NOWOTARSKI,13591.416562078619,67096.04253243047,14843.744438022355,26834.695458196584,991.5165623191243
TARNOWSKI,10180.619730703831,42168.211106271694,14175.768220751079,510.24866089658514,460.9825488545442
WADOWICKI,7871.41559839589,54453.7158205071,21794.632003331186,646.8870234678766,1830.787601042548
ŻYWIECKI,5297.466521993817,47770.44879812168,11232.992370752132,3805.7728186487598,1406.4703327324394
DĘBICKI,15375.001938529056,51702.43577134711,19601.90413390068,172.76759202586442,314.5890897751003
BIALSKI (BIAŁA PODLASKA),22049.821562522066,38522.37490386417,29787.806831215188,27771.10965447672,14736.822150402531
BIŁGORAJSKI,19260.0,40426.0,28706.0,21589.0,932.0
CHEŁMSKI,26808.0,42846.0,30657.0,34504.0,991.0
GARWOLIŃSKI,21103.0,49650.0,35423.0,49288.0,2363.0
HRUBIESZOWSKI,29276.235653360636,35067.46499990899,30211.88664080656,1959.9627458582283,59.091750722978595
JANOWSKI,23279.0,51508.0,38811.0,2351.0,43.0
KRASNOSTAWSKI,24958.0,44190.0,37214.0,1438.0,42.0
LUBARTOWSKI,16094.0,30490.0,35812.0,1017.0,45.0
LUBELSKI,26018.0,59128.0,60071.0,5015.0,21.0
ŁUKOWSKI,19761.0,40070.0,40005.0,4087.0,68.0
PUŁAWSKI,19193.0,39878.0,41662.0,1435.0,118.0
RADZYŃSKI,18997.0,31216.0,30895.0,7273.0,48.0
SIEDLECKI,23228.178437347473,42929.62509589966,38103.193168621685,10739.89034534643,71.17784948420062
SOKOŁOWSKI,15088.0,33150.0,26183.0,4807.0,24.0
TOMASZOWSKI,22879.764346639364,32439.53500009101,22686.11335919344,1089.0372541417717,50.908249277021405
WĘGROWSKI,14405.0,36600.0,23438.0,1136.0,48.0
WŁODAWSKI,22788.0,43649.0,34695.0,4212.0,40.0
ZAMOJSKI,26066.0,41896.0,30531.0,749.0,66.0
LUBLIN (MIASTO),1063.0,1118.0,2668.0,36.0,58.0
BÓBRECKI,14113.0,29311.0,16261.0,185.0,400.0
BRZOZOWSKI,8138.0,34489.0,9620.0,310.0,639.0
DOBROMILSKI,11305.221726028758,37146.586225140134,7873.284492007342,1760.9269908593578,753.6591915162595
DROHOBYCKI,19831.152945721242,47797.376244552426,11758.989169948178,3587.759553586762,340.5121290850499
GRÓDECKI,13438.0,25671.0,13388.0,924.0,56.0
JAROSŁAWSKI,22016.0,48528.0,21271.0,396.0,421.0
JAWOROWSKI,15910.057016624574,29169.362159731558,13528.385183126562,2170.3469306936345,6.7672824646971055
KOLBUSZOWSKI,9110.0,33836.0,9001.0,4.0,48.0
KROŚNIEŃSKI,10141.995484342577,47469.682003822905,15544.90140560178,1258.3367718894415,844.3163698327342
LESKI,14007.0,49795.0,11018.0,4643.0,383.0
LWOWSKI,23413.0,49845.0,19200.0,137.0,284.0
LWÓW (MIASTO),1683.0,1406.0,466.0,26.0,114.0
ŁAŃCUCKI,13015.0,37434.0,14902.0,1150.0,282.0
MOŚCISKI,15222.0,29816.0,14680.0,585.0,49.0
NIŻAŃSKI,8839.0,25517.0,13511.0,496.0,79.0
PRZEMYSKI,16842.0,43823.0,14681.0,412.0,571.0
PRZEWORSKI,7527.0,23131.0,10103.0,203.0,283.0
RAWSKI (RAWA RUSKA),20066.0,36344.0,26983.0,5469.0,99.0
RUDECKI,14580.0,23909.0,11177.0,72.0,6.0
RZESZOWSKI,17415.004515657423,71032.3179961771,27610.09859439822,394.6632281105586,834.6836301672658
SAMBORSKI,22845.625328249997,51101.03753030743,15112.726338044482,3429.31345555388,327.82867939869055
SANOCKI,14910.0,42862.0,10837.0,1810.0,766.0
SOKALSKI,24618.81879686608,30537.89161632699,32561.845446648855,18404.08997670129,94.25275190224379
TARNOBRZESKI,1150.0,29892.0,20017.0,197.0,153.0
ŻÓŁKIEWSKI,17087.0,30748.0,22223.0,641.0,63.0
LUBACZOWSKI,15930.942983375424,28519.63784026844,18302.614816873436,3643.6530693063655,12.232717535302895
TURCZAŃSKI,11311.0,41777.0,7283.0,8418.0,398.0
BRZEZIŃSKI,12104.0,33561.0,20318.0,2081.0,130.0
ŁASKI,15663.0,39088.0,19622.0,2571.0,199.0
ŁĘCZYCKI,19245.0,46210.0,27793.0,1643.0,277.0
ŁÓDZKI,11265.0,28620.0,11192.0,1314.0,291.0
ŁÓDŹ (MIASTO),4356.0,1923.0,422.0,22.0,359.0
PIOTRKOWSKI,23431.0,55162.0,31162.0,6739.0,376.0
RADOMSZCZAŃSKI,22973.0,52057.0,24437.0,7033.0,127.0
SIERADZKI,19772.86407122983,52341.32787711697,33125.862682031526,1359.3691624027654,632.5244578685935
WIELUŃSKI,20202.0,54920.0,31120.0,3477.0,652.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,27006.0,48651.0,29209.0,27656.0,228.0
BRASŁAWSKI,28031.0,50284.0,28979.0,48686.0,369.0
LIDZKI,37013.0,74945.0,47176.0,55864.0,55.0
NIEŚWIESKI,23077.0,41047.0,36573.0,39043.0,38.0
NOWOGRÓDZKI,28320.229181449253,55003.47987634863,34411.00781325528,36616.21261972077,61.264791009061724
SŁONIMSKI,24391.0,45842.0,26501.0,50846.0,150.0
STOŁPECKI,16566.770818550747,33615.520123651375,27925.99218674472,23755.787380279235,31.73520899093828
WOŁOŻYŃSKI,22471.0,45045.0,37545.0,33268.0,76.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),21951.43322038745,40723.22443067567,18087.772761149445,34287.02353475539,2.6666859052446426
BRZESKI (BRZEŚĆ N.BUG.),33883.000000130465,70370.00000023616,39647.000000163134,55105.00000017685,229.00000011326907
DROHICKI,16309.0,44338.0,30640.0,47606.0,12.0
KOBRYŃSKI,19261.0,68919.0,31937.0,58638.0,333.0
KOSZYRSKI,13146.0,57132.0,18941.0,59766.0,18.0
ŁUNINIECKI,19941.92849305093,56608.75788660742,30033.52013425531,39806.94415468898,159.09445348323828
PIŃSKI,29906.07150694907,81372.24211339258,43361.47986574469,69406.05584531103,185.90554651676175
PRUŻAŃSKI,19054.0,41504.0,21337.0,42759.0,213.0
STOLIŃSKI,22791.0,64789.0,32936.0,20781.0,171.0
IWACEWICKI,14885.0,37817.0,18059.0,26524.0,56.0
BRODNICKI,13097.98104859435,33603.54620752978,34999.26734229756,10761.636502724732,965.7873673974683
CHEŁMIŃSKI,10210.35781689432,23792.993763601546,27393.185232190248,17266.538231767234,1088.0391989883028
CHOJNICKI,8572.741216985136,25540.97021662378,25980.7943295155,14813.226501613208,1899.0935443583007
GRUDZIĄDZ (MIASTO),530.0,194.0,59.0,1.0,1.0
GRUDZIĄDZKI,11636.680467128472,25633.150315610692,26474.165399112026,11845.450093738804,973.5986378415455
KARTUSKI,10209.649699706733,26448.85111880153,34072.59088402942,11300.152565419254,823.5008187712491
KOŚCIERSKI,8136.910079648695,22569.857165587586,26172.53053536623,11547.617702253703,1532.67228857092
LUBAWSKI,13074.0,33858.0,34181.0,6952.0,1900.0
SĘPOLEŃSKI,6512.0,20527.0,22740.0,17248.0,1637.0
STAROGARDZKI,10498.207214496646,25012.54946793004,27306.87758133573,7760.1313872902565,2731.5230221606935
ŚWIECKI,15800.953318700562,37522.15352332849,53501.33953369172,12426.503241505008,3889.061779077508
TCZEWSKI,8712.366672445447,17118.385494425747,17640.5777957512,9370.069049409862,1562.2174426299414
TORUŃ (MIASTO),790.7638756956231,845.8792866549685,1038.7184099042888,261.9274555609138,313.3059744691041
TORUŃSKI,10236.878307410057,25105.126949743484,22754.096357905462,12238.534312671853,896.6548265425931
TUCHOLSKI,6093.171798016789,16237.233013302832,19815.28934031021,6969.299552508712,1466.9311044313881
WĄBRZESKI,10251.338484277177,26066.303476859528,27168.567258590418,5460.913403536464,784.6139947609862
MORSKI,9215.0,24962.0,28796.0,12230.0,1048.0
GDYNIA (MIASTO),182.0,190.0,130.0,28.0,3.0
BYDGOSKI,11673.953416431528,31396.42750322068,35072.83821181175,9350.957634276645,1990.1396739545485
BYDGOSZCZ (MIASTO),1543.0465835684731,1085.572496779325,1444.161788188251,26.04236572335521,1087.8603260454518
INOWROCŁAWSKI,11407.0,32510.0,29041.0,10346.0,1700.0
INOWROCŁAW (MIASTO),465.0,295.0,467.0,16.0,258.0
SZUBIŃSKI,9755.0,27832.0,29601.0,6055.0,1494.0
WYRZYSKI,12980.0,35162.0,38710.0,19714.0,2530.0
LIPNOWSKI,17764.0,43567.0,30543.0,6182.0,213.0
NIESZAWSKI,17671.0,38409.0,25186.0,5485.0,416.0
RYPIŃSKI,14994.303546458998,34196.61571207778,26981.051742666205,4221.841002505225,54.34150599995024
WŁOCŁAWSKI,16352.0,33422.0,21275.0,7618.0,371.0
CHODZIESKI,8200.0,23917.0,25689.0,5262.0,2077.0
CZARNKOWSKI,5082.0,13813.000000000002,18761.0,2051.0000000000005,2648.0
GNIEŹNIEŃSKI,13022.697248404975,37030.06750615968,46294.64093589107,7162.808284106738,2630.0336977802335
GOSTYŃSKI,9742.656722297479,28662.764221939386,26023.84899130842,5553.715272329943,2367.806774506388
JAROCIŃSKI,13651.045688454693,38378.469912433706,32060.097349646625,11059.91545371131,4199.7010503555575
KĘPIŃSKI,14133.0,39844.0,36051.0,2022.0,5350.0
KOŚCIAŃSKI,14043.988285624013,45393.685603442165,37874.77728916841,6010.089926243267,5410.582402549026
KROTOSZYŃSKI,12071.68154527458,36366.63511025836,31103.049977876977,3790.16619902785,2691.5957811107573
LESZCZYŃSKI,8058.043345388751,26934.043192722103,25109.452419987145,1775.4519735736746,2772.585712245933
MIĘDZYCHODZKI,5525.0,15460.0,15632.0,1495.0,2577.0
MOGILEŃSKI,17717.0,45668.0,43512.0,12467.0,4830.0
NOWOTOMYSKI,12580.0,46571.0,45456.0,5733.0,7648.0
OBORNICKI,10967.840926128898,32581.691100052496,42570.20100900461,7297.087322506771,3361.0457223609233
OSTROWSKI (OSTRÓW WIELKOPOLSKI),10526.409236518311,36045.59224853164,28412.782714503097,2263.6685777897424,3286.7164113601225
POZNAŃ (MIASTO),2305.0,912.0,599.0,138.0,169.0
RAWICKI,6571.806547790032,23181.546185204632,21432.78699841772,537.7836877037175,2461.866486031407
SZAMOTULSKI,11143.0,28895.0,32066.0,8114.0,4360.0
ŚREDZKI,10570.0,27748.0,29586.0,4724.0,2127.0
ŚREMSKI,10224.368628652142,28597.263525468014,24809.204259091617,3924.208909620495,2767.14538184081
WĄGROWIECKI,12463.264980176253,32463.500997781517,41678.1235929731,6589.462598521946,2322.3073931999247
WOLSZTYŃSKI,7170.0,24143.0,25993.0,2070.0,4343.0
WRZESIŃSKI,8377.0,24699.0,24099.0,1928.0,1409.0
ŻNIŃSKI,9264.0,24909.0,31307.0,4523.0,1819.0
POZNAŃSKI,13259.722110810897,34960.8501809024,36354.6414148609,3537.716497480329,4097.91889295986
GNIEZNO (MIASTO),527.4747344789777,128.89021510390612,220.39304727032567,1.9252973842161818,245.69429369905788
KALISKI,18406.37041531963,47986.16458666911,23014.97078512765,1900.0992129298604,968.1398569181009
KOLSKI,16445.0,38285.0,22383.0,2119.0,362.0
KONIŃSKI,29301.0,75763.0,45549.0,5657.0,2679.0
TURECKI,15157.765513450544,39696.507536213925,23092.166532840823,1696.5316246673744,302.3356852133056
DOLIŃSKI,9508.562295110312,39979.18237716836,8871.828212848462,15302.84244369316,532.5412324371847
HORODEŃSKI,18344.0,22145.0,18449.0,19830.0,571.0
KAŁUSKI,10093.345847129845,31293.34016886532,11188.912775785611,4685.193906027,310.6687138679337
KOŁOMYJSKI,17680.995121113432,41881.35526089981,26255.45131306989,15047.607163033614,1215.6674118354294
KOSOWSKI (KOSÓW HUCULSKI),6600.0,33447.0,16332.0,61629.0,963.0
NADWÓRNIAŃSKI,11450.46751155554,35063.278182078444,14489.652771273428,13791.914608974224,1251.2212305198605
ROHATYŃSKI,20288.0,39908.0,23048.0,872.0,641.0
STANISŁAWOWSKI,15217.841917109497,39314.2366100874,16280.72174946366,1645.812765790466,706.7715793629001
STRYJSKI,14158.621809839997,48240.57250530686,12993.911057878642,8323.517448196344,339.5271447385062
ŚNIATYŃSKI,9430.0,18011.0,13321.0,7914.0,990.0
TŁUMACKI,14615.973815319225,30161.162094972588,16287.77404607684,2863.2771284714745,371.2928832117384
ŻYDACZOWSKI,10928.815895049689,28781.245117524773,10150.260729272897,168.64010811049673,104.93162282430907
BIELSKI (BIELSKO),2542.0,15793.0,9851.0,197.0,750.0
BIELSKO (MIASTO),227.0,102.0,69.0,0.0,22.0
CIESZYŃSKI,3677.0,24942.0,17762.0,3232.0,1582.0
TARNOGÓRSKI,1234.0,3918.0,2865.0,32.0,3135.0
KATOWICE (MIASTO),1283.0,715.0,2210.0,13.0,1613.0
KATOWICKI,2265.9136684624104,2103.570743887379,3816.534572282106,3.935586050303796,7523.856631668282
LUBLINIECKI,3825.0,14935.0,9600.0,108.0,913.0
PSZCZYŃSKI,7679.0,36457.0,21759.0,113.0,7058.0
RYBNICKI,7760.0,32673.0,27584.0,285.0,12667.0
ŚWIĘTOCHŁOWICKI,1838.421623532563,989.3201109687944,4252.323744685753,14.60610400052354,6146.248563420306
CHORZÓW,809.6647080050267,271.1091451438267,1203.141683032141,0.4583099491726653,1358.8948049114128
BORSZCZOWSKI,18756.932232258176,29761.11751945918,30080.737065228175,20441.84020810213,762.5491014797291
BRODZKI,15746.22174466296,31651.896588310457,26040.517460224037,5369.636668636959,176.9995470647473
BRZEŻAŃSKI,18432.144307555558,29271.701570337147,17144.853290918363,2101.7900529096114,647.7535576437751
BUCZACKI,20651.0,38740.0,20633.0,3004.0,1034.0
CZORTKOWSKI,13864.197273047666,22557.48137465338,18792.63664929717,1910.364784297979,431.3123664315296
KAMIONECKI,15926.73627238434,30159.308931407897,22608.690341685655,1847.7926123667169,48.131450113570715
PODHAJECKI,18024.77192765987,30788.706612342656,15371.463160788999,1557.503934738078,609.7545110356702
PRZEMYŚLAŃSKI,14860.0,30831.0,16815.0,818.0,251.0
RADZIECHOWSKI,14359.0,24121.0,29126.0,11581.0,62.0
SKAŁACKI,17507.411555406914,23780.536262048692,19806.74742774068,1301.2724991778996,283.7726435847249
TARNOPOLSKI,24274.730411794117,36886.84932024517,23107.438644660262,1355.84659844538,530.2300169419973
TREMBOWELSKI,15030.960631640823,24244.37053463355,16416.735626032016,357.8946385103594,308.12864702558704
ZALESZCZYCKI,11171.887050790325,15927.025327439049,13767.909098638014,12948.832865167999,549.3088821123501
ZBARASKI,15958.0,22013.0,13269.0,4451.0,139.0
ZBOROWSKI,15146.77825533704,26441.103411689543,18542.482539775963,991.3633313630412,226.0004529352527
ZŁOCZOWSKI,17627.44493074958,36097.79945226511,21658.46421166549,2036.1174109319954,196.6157979841855
KOPYCZYNIECKI,16065.340397619006,27163.839161937613,23077.966381026887,1257.8488463537897,532.5684549467743
BŁOŃSKI,13113.0,29766.0,15672.0,211.0,95.0
CIECHANOWSKI,16109.0,34939.0,14714.0,2016.0,12.0
GOSTYNIŃSKI,12314.0,30979.0,16368.0,2132.0,183.0
GRÓJECKI,21368.837959424647,49869.82657653579,41594.38577200603,2099.961000869311,213.2203033134262
KUTNOWSKI,14583.0,34320.0,17993.0,2066.0,187.0
ŁOWICKI,16984.0,45668.0,22096.0,2835.0,133.0
MAKOWSKI (MAKÓW MAZOWIECKI),13165.0,25351.0,13299.0,1794.0,48.0
MIŃSKI,12523.0,32727.0,26708.0,1385.0,49.0
MŁAWSKI,17690.0,38777.0,16500.0,1344.0,137.0
PŁOCKI,21180.0,44324.0,27106.0,2404.0,78.0
PŁOŃSKI,16196.0,36963.0,22718.0,4525.0,25.0
PRZASNYCKI,13346.0,29620.0,9988.0,2760.0,33.0
PUŁTUSKI,17561.0,41004.0,26586.0,1936.0,60.0
RADZYMIŃSKI,9702.0,24174.0,11876.0,331.0,9.0
RAWSKI (RAWA MAZOWIECKA),13430.0,33017.0,26252.0,6933.0,103.0
SIERPECKI,15321.696453541002,38598.38428792222,21352.948257333795,2619.158997494775,75.65849400004976
SKIERNIEWICKI,8927.0,24323.0,15338.0,2269.0,42.0
SOCHACZEWSKI,10989.0,28517.0,16191.0,155.0,35.0
WARSZAWSKI,16571.0,27774.0,15171.0,352.0,201.0
DZIAŁDOWSKI,5493.0,14178.0,11468.0,3153.0,259.0
DUBIEŃSKI,55161.0,66967.0,66848.0,4004.0,167.0
HOROCHOWSKI,31293.0,34412.0,30698.0,1576.0,24.0
KOWELSKI,49063.0,102587.0,48431.0,43233.0,143.0
KRZEMIENIECKI,56851.0,62653.0,35217.0,16230.0,230.0
LUBOMELSKI,17449.0,36629.0,16979.0,17762.0,11.0
ŁUCKI,60642.0,102527.0,74180.0,17261.0,173.0
RÓWIEŃSKI,52200.0,64741.0,54846.0,12367.0,501.0
WŁODZIMIERSKI,36316.0,46855.0,29365.0,5224.0,73.0
KOSTOPOLSKI,27552.0,76610.0,39812.0,27311.0,703.0
ZDOŁBUNOWSKI,25350.0,30213.0,27360.0,4911.0,286.0
SARNEŃSKI,23252.0,84112.0,42994.0,24379.0,131.0
OSZMIAŃSKI,21046.53184168474,40959.530198522654,34228.556931173065,35973.367635596966,116.71636231407084
ŚWIĘCIAŃSKI,28174.0,49991.0,28756.0,51040.0,256.0
WILNO (MIASTO),545.0,938.0,468.0,46.0,22.0
DZIŚNIEŃSKI,31248.0,54480.0,39948.0,58674.0,286.0
WILEJSKI,23540.0,49954.0,37335.0,28632.0,118.0
WILEŃSKO-TROCKI,37187.46815831526,79876.46980147735,58276.443068826935,50622.632364403034,360.28363768592914
POSTAWSKI,22947.0,40438.0,22146.0,40836.0,260.0
MOŁODECZAŃSKI,15874.0,31897.0,26274.0,27648.0,94.0
