District,Indirect Occupation - Total,Indirect Occupation - A. Agriculture,Indirect Occupation - Excluding Agriculture - Total,Indirect Occupation  - Horticulture,Indirect Occupation - B. Mining and industry,Indirect Occupation - C. Trade and insurance,Indirect Occupation - D. Transport and communication,"Indirect Occupation - E. Public service, liberal professions","Indirect Occupation - Schooling, Education, and Culture",Indirect Occupation - Public Hygiene and Sanitation,Indirect Occupation - G. Domestic service,Indirect Occupation - N. Not further specified
WRZESIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŻNIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POZNAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALISKI,194348.1304363835,104233.50514025243,90114.62529613107,1394.098895175022,48055.93221759026,16994.130253807412,4381.118592592943,4188.035330726732,2368.507129265209,2099.193903710773,3389.2472963298264,7244.361676932892
KOLSKI,119370.0,82373.0,36997.0,950.0,19728.0,6842.0,2870.0,1661.0,964.0,625.0,1323.0,2034.0
KONIŃSKI,207495.0,156947.0,50548.0,1559.0,26934.0,8046.0,2543.0,2953.0,1480.0,990.0,1828.0,4215.0
TURECKI,102167.2041464246,81357.9942571266,20809.209889298003,447.49522620748616,11841.321347361802,3917.035684351429,635.397883062987,1183.0078598475047,679.9769272714309,351.2521405787013,684.4423000230679,1069.2805205935942
DOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORODEŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAŁUSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOŁOMYJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSOWSKI (KOSÓW HUCULSKI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADWÓRNIAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROHATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANISŁAWOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRYJSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚNIATYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TŁUMACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŻYDACZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKI (BIELSKO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBLINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSZCZYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYBNICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚWIĘTOCHŁOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORSZCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZEŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUCZACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZORTKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAMIONECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PODHAJECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADZIECHOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAŁACKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARNOPOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREMBOWELSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZALESZCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBARASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBOROWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZŁOCZOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOPYCZYNIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BŁOŃSKI,143824.0,60228.0,83596.0,1405.0,50142.0,8949.0,8182.0,3836.0,1742.0,1578.0,2021.0,5741.0
CIECHANOWSKI,78763.0,56484.0,22279.0,626.0,12305.0,3236.0,1340.0,1088.0,630.0,371.0,745.0,1938.0
GOSTYNIŃSKI,81566.0,61245.0,20321.0,968.0,11447.0,2763.0,1124.0,1175.0,621.0,388.0,634.0,1201.0
GRÓJECKI,132357.0,89744.0,42613.0,1480.0,23040.0,7402.0,2561.0,1982.0,1059.0,824.0,1117.0,3148.0
KUTNOWSKI,108002.0,59022.0,48980.0,657.0,26392.0,6573.0,6948.0,1874.0,989.0,773.0,1550.0,3224.0
ŁOWICKI,104785.0,76093.0,28692.0,576.0,13546.0,4149.0,4020.0,1425.0,861.0,414.0,830.0,2871.0
MAKOWSKI (MAKÓW MAZOWIECKI),65561.0,49601.0,15960.0,556.0,8769.0,2797.0,764.0,906.0,561.0,217.0,347.0,1043.0
MIŃSKI,111133.0,74962.0,36171.0,635.0,19373.0,6383.0,3430.0,1477.0,1019.0,788.0,676.0,2390.0
MŁAWSKI,103131.0,73843.0,29288.0,635.0,14915.0,4790.0,2256.0,1848.0,947.0,454.0,862.0,2581.0
PŁOCKI,128144.0,76744.0,51400.0,1376.0,24398.0,7740.0,3972.0,4028.0,1503.0,986.0,1851.0,5546.0
PŁOŃSKI,81424.0,60236.0,21188.0,660.0,11528.0,3319.0,1595.0,1213.0,664.0,354.0,694.0,1161.0
PRZASNYCKI,69118.0,54555.0,14563.0,563.0,7559.0,2275.0,652.0,1429.0,472.0,237.0,350.0,1026.0
PUŁTUSKI,118297.0,74087.0,44210.0,1220.0,24422.0,7522.0,2665.0,1922.0,1282.0,662.0,964.0,3551.0
RADZYMIŃSKI,97338.0,59914.0,37424.0,744.0,20463.0,5586.0,3735.0,2177.0,922.0,659.0,728.0,2410.0
RAWSKI (RAWA MAZOWIECKA),93552.0,71050.0,22502.0,755.0,13070.0,3404.0,1096.0,1140.0,640.0,425.0,648.0,1324.0
SIERPECKI,84204.91254295108,60286.034292205906,23918.878250745172,419.44012305533437,13613.154332264381,4522.593448330264,1060.907627927946,1211.4931406919286,593.818119673318,356.2861973094148,673.4942862188992,1467.6909752736863
SKIERNIEWICKI,71045.0,45502.0,25543.0,466.0,10026.0,3073.0,5434.0,942.0,751.0,513.0,713.0,3625.0
SOCHACZEWSKI,75181.0,54453.0,20728.0,650.0,12263.0,2536.0,1715.0,1215.0,566.0,296.0,588.0,899.0
WARSZAWSKI,326072.0,86258.0,239814.0,4430.0,127537.0,29636.0,26371.0,10275.0,4974.0,6615.0,5192.0,24784.0
DZIAŁDOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBIEŃSKI,226709.0,188254.0,38455.0,1006.0,16684.0,9286.0,2975.0,2821.0,1133.0,772.0,1083.0,2695.0
HOROCHOWSKI,122045.0,102745.0,19300.0,552.0,9267.0,5138.0,668.0,1378.0,524.0,314.0,525.0,934.0
KOWELSKI,255095.0,203664.0,51431.0,1197.0,17487.0,11990.0,8976.0,3205.0,1462.0,1114.0,1353.0,4647.0
KRZEMIENIECKI,243032.0,199700.0,43332.0,994.0,17369.0,10621.0,1992.0,4597.0,1690.0,883.0,1284.0,3902.0
LUBOMELSKI,85507.0,75067.0,10440.0,647.0,3965.0,2887.0,659.0,873.0,338.0,109.0,208.0,754.0
ŁUCKI,290805.0,221534.0,69271.0,1928.0,28885.0,16412.0,4993.0,6259.0,2145.0,1570.0,2149.0,4930.0
RÓWIEŃSKI,252787.0,179303.0,73484.0,1202.0,29970.0,17796.0,4557.0,6806.0,2303.0,2000.0,2261.0,6589.0
WŁODZIMIERSKI,150374.0,115628.0,34746.0,882.0,14481.0,8520.0,2655.0,2098.0,948.0,720.0,1051.0,3391.0
KOSTOPOLSKI,159602.0,137595.0,22007.0,1187.0,10017.0,4819.0,768.0,2323.0,714.0,272.0,559.0,1348.0
ZDOŁBUNOWSKI,118334.0,86488.0,31846.0,609.0,11823.0,6329.0,4493.0,2904.0,1070.0,733.0,783.0,3102.0
SARNEŃSKI,181284.0,145772.0,35512.0,1654.0,16652.0,6166.0,3469.0,2747.0,936.0,449.0,828.0,2611.0
OSZMIAŃSKI,103474.00079999643,87463.08760696367,16010.913193032751,428.2897023897684,6969.351600550365,2916.919936137245,1228.4891694413218,1315.531880319612,683.4831047374826,361.0294258019988,680.5157395939045,1427.3026340610527
ŚWIĘCIAŃSKI,136475.0,111305.0,25170.0,1104.0,8954.0,3843.0,3241.0,2801.0,857.0,481.0,916.0,2973.0
WILNO (MIASTO),195071.0,5168.0,189903.0,1441.0,67719.0,35070.0,19755.0,13716.0,7476.0,7380.0,9444.0,27902.0
DZIŚNIEŃSKI,159886.0,133009.0,26877.0,705.0,10008.0,4951.0,2494.0,4009.0,913.0,590.0,1084.0,2123.0
WILEJSKI,131070.0,114982.0,16088.0,636.0,5339.0,3127.0,928.0,2828.0,603.0,308.0,857.0,1462.0
WILEŃSKO-TROCKI,215609.99920000357,179539.91239303633,36070.08680696725,2394.7102976102315,15206.648399449634,3424.080063862755,4152.510830558678,3930.468119680388,944.5168952625173,517.9705741980013,1429.4842604060955,4069.6973659389473
POSTAWSKI,99907.0,90397.0,9510.0,626.0,3639.0,1598.0,675.0,1010.0,446.0,237.0,515.0,764.0
MOŁODECZAŃSKI,91285.0,75168.0,16117.0,464.0,5546.0,2730.0,2177.0,1895.0,453.0,278.0,753.0,1821.0
