District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe,Gryka,Proso,Kukurydza,Mieszanki na ziarno: Jęczmień,Mieszanki na ziarno: Inne mieszanki zbóż,Groch,"Fasola, bób, soczewica",Len,Konopie,Rzepak i rzepik,Chmiel,Tytoń
SĘPOLEŃSKI,922.0,14758.0,2802.0,3950.0,5484.0,136.0,7.0,0.0,0.0,1192.0,936.0,397.0,1.0,10.0,0.0,17.0,0.0,0.0
STAROGARDZKI,2844.2850995413896,18552.857544846964,2551.5492175314325,3363.2198951109544,8574.94570145183,435.5553559234903,29.850500506068066,0.0,2.0166918118473722,1295.4914965511748,704.1952008679125,797.1304255393483,15.066767247389489,4.317144425100076,0.0,32.82214056810967,0.0,0.0
ŚWIECKI,4291.405303344406,28209.76391287402,5759.578587789215,4232.554114336693,12918.550921760358,909.661658868137,17.727736274314115,0.0,2.026580558066371,2661.7888514914243,1257.5029234977164,557.2579883080746,33.106322232265484,10.50503060326105,0.0,40.34554725486282,0.0,13.0
TCZEWSKI,7860.0,8568.0,4470.0,3388.0,4923.0,1868.0,2.0,0.0,10.0,1895.0,754.0,1806.0,129.0,8.0,0.0,108.0,0.0,0.0
TORUŃ (MIASTO),143.62834879218985,285.54051247790125,88.54697918426044,41.59705805702682,134.45493078256067,69.60765068776541,0.4903386018510038,0.16344620061700127,0.12258465046275095,39.61527287454568,24.84382249378419,11.175633967187462,0.32689240123400254,0.04086155015425032,0.0,0.8580925532392567,0.0,0.02043077507712516
TORUŃSKI,7000.611407695132,13761.559958960574,4340.606777411575,2035.3078697852538,6517.811190168009,3370.3547171706746,25.97726957963792,7.757620690782593,6.2419060275624005,1914.2882834076775,1207.2120655412439,554.0773583835121,15.69553521538453,2.0926549314420897,0.0,41.890403854743376,0.0,4.814468592545305
TUCHOLSKI,1288.1672513471526,16909.508416024182,2783.2838839280084,2356.4623937806687,6310.850866872678,204.02905923592698,72.8720892573079,0.0,1.0085326885187473,575.4453103349201,494.3323479622331,843.2496732205085,3.8657643141693945,18.34619141154447,0.0,12.98141230466249,0.0,0.0
WĄBRZESKI,6037.248046960898,14043.163935322089,4419.516646853701,1948.6958488063767,6440.492087904726,1262.0397224822166,6.657330864638671,0.0,0.951047266376953,2436.5830964577535,702.8239298525683,591.5513996864648,20.923039860292967,0.951047266376953,0.0,63.720166847255854,0.0,10.461519930146483
MORSKI,773.0,19387.0,1332.0,7464.0,9571.0,6.0,3.0,0.0,2.0,811.0,883.0,271.0,2.0,0.0,0.0,10.0,0.0,0.0
GDYNIA (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYDGOSKI,4270.15403673221,23632.7836822237,5401.664891034847,3978.28021212411,9723.79645817672,916.6037574165349,9.99567892493495,0.999567892493495,9.99567892493495,2313.9996711224408,911.6059179540674,498.784378354254,5.99740735496097,24.989197312337375,0.0,113.95073974425843,0.0,0.0
BYDGOSZCZ (MIASTO),1.845963267789788,10.216317776300084,2.3351089651535615,1.7197878758902987,4.203541823281615,0.3962425834651769,0.004321075065051002,0.00043210750650510017,0.004321075065051002,1.0003288775593069,0.39408204593265134,0.21562164574604498,0.002592645039030601,0.010802687662627503,0.0,0.04926025574158142,0.0,0.0
INOWROCŁAWSKI,9225.0,18400.0,7921.0,2770.0,7249.0,6196.0,1.0,2.0,16.0,2316.0,1358.0,2018.0,13.0,15.0,0.0,118.0,0.0,0.0
INOWROCŁAW (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZUBIŃSKI,2986.0,20554.0,4770.0,3142.0,8583.0,1323.0,18.0,1.0,15.0,2456.0,577.0,307.0,9.0,39.0,0.0,131.0,0.0,0.0
WYRZYSKI,5490.0,25444.0,7563.0,5083.0,11299.0,1983.0,11.0,0.0,3.0,3431.0,1498.0,631.0,7.0,46.0,0.0,223.0,0.0,0.0
LIPNOWSKI,5796.0,38767.0,6573.0,4694.0,12318.0,786.0,325.0,0.0,5.0,637.0,914.0,414.0,4.0,18.0,0.0,427.0,10.0,0.0
NIESZAWSKI,11209.0,39522.0,9200.0,2337.0,12063.0,2680.0,14.0,0.0,19.0,1803.0,1500.0,1400.0,40.0,8.0,1.0,425.0,0.0,0.0
RYPIŃSKI,4964.837593631817,30517.20174219024,6024.990974321756,3590.491505523985,10510.635287772195,673.834674399383,404.10319916326637,7.904219054538217,1.9760547636345542,778.5655768720144,535.5108409449642,692.6071946539113,11.856328581807325,41.497150036325635,4.940136909086386,482.1573623268312,0.0,0.0
WŁOCŁAWSKI,9807.0,30930.0,6614.0,4016.0,9913.0,2416.0,103.0,7.0,55.0,880.0,639.0,845.0,6.0,20.0,3.0,369.0,0.0,0.0
CHODZIESKI,1054.0,19107.0,2730.0,4225.0,7864.0,182.0,1.0,1.0,4.0,1477.0,276.0,249.0,3.0,8.0,0.0,6.0,0.0,0.0
CZARNKOWSKI,610.0000000000001,13366.0,1254.0000000000002,1867.0000000000002,5916.0,171.00000000000003,12.0,0.0,8.000000000000002,600.0000000000001,135.00000000000003,103.00000000000001,12.0,11.0,0.0,48.00000000000001,0.0,0.0
GNIEŹNIEŃSKI,5325.669251733744,31301.145151872246,6115.035901088005,5674.814223418758,13210.544122728681,2045.5791754097277,59.450410713690516,0.08990599122776968,22.036938744008854,3016.1163419557706,1721.8479677464973,615.9547675954058,37.306051076861515,16.331073759236638,0.9997278346926469,196.90187154912223,0.04472619720062401,0.0
GOSTYŃSKI,8222.011319112047,11993.103118914903,4023.7092686377864,5781.390968361876,7477.4041118783425,2595.983048119464,16.8879090072375,12.503607821470546,39.00140496568043,1046.068659195589,1035.299387322979,1575.2348988474835,19.46317146749398,119.29497126116024,0.3008542132282892,220.0907821937266,0.0,0.0
JAROCIŃSKI,8414.26458103891,26532.061183353468,4126.0286988342805,9279.369559014105,12792.92630684655,2420.988823062048,15.847828260321457,6.525576342485305,84.83249245230897,1459.8646503331413,1363.8454555794287,989.0909284824156,17.712278643888688,5.59335115070169,0.0,362.6355996038263,0.0,0.0
KĘPIŃSKI,3035.0,34109.0,1718.0,10061.0,14562.0,589.0,92.0,7.0,55.0,896.0,576.0,183.0,11.0,26.0,1.0,62.0,0.0,0.0
KOŚCIAŃSKI,7264.868819316565,25770.65571456578,5151.528385812618,6710.474237704106,13715.099315152318,2106.3405195481478,25.351085508901328,23.079441055629086,106.85628740902823,1883.0506628874673,868.2928616488043,971.685567876028,40.48054556043462,226.02627963705984,0.004256916887614873,235.28661646018398,0.0,0.0
KROTOSZYŃSKI,9002.972582444698,16842.60224221271,4249.048443831717,8852.057658788342,8863.245261464908,3215.8579250157195,2.7097704397137896,4.34924576535788,12.690150333419014,1017.5535251303722,841.8371896790061,1593.7258484613674,13.046093446810856,51.043547590200475,3.70706869691606,299.13584787631487,0.0,0.0
LESZCZYŃSKI,4171.738095538831,16807.075058867955,2354.2278647471444,4930.547246610542,7874.361290665942,1173.4138334900351,3.2784810936600692,22.257059471070832,82.18890005370261,994.9075036470945,367.63973016515627,495.8072085962696,3.4498540743739583,52.517040654235245,1.0,38.6134379558868,6.0,0.0
MIĘDZYCHODZKI,1454.0,15581.0,1415.0,2905.0,6262.0,376.0,15.0,2.0,12.0,827.0,306.0,112.0,6.0,2.0,0.0,132.0,0.0,0.0
MOGILEŃSKI,10094.0,32781.0,11947.0,4971.0,13009.0,5234.0,43.0,8.0,49.0,3817.0,2008.0,2227.0,42.0,29.0,1.0,284.0,0.0,0.0
NOWOTOMYSKI,5268.0,29814.0,4179.0,6056.0,13896.0,1968.0,18.0,8.0,58.0,2363.0,617.0,988.0,9.0,101.0,2.0,94.0,92.0,0.0
OBORNICKI,3670.5224691404487,25400.49837864368,3920.8577939847223,5412.683096486874,11021.13566849755,883.2414856024002,13.632655035543058,0.15504354245288063,40.277790936817645,2582.8490088291915,702.3609289655458,389.67431582259337,16.333399101316516,23.27253648487198,0.0,160.25788777304317,0.07752177122644031,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),4955.048445835425,22557.747047307228,2449.448374190341,6274.456983405803,11817.28596522522,526.060606057708,24.295935648422788,17.832246589072874,23.525330479249202,1157.2479605223264,458.8472085023044,288.8818581620616,3.2163683485066654,2.3352958416936636,4.136306791986894e-17,145.9405139246856,0.0,0.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,4185.654787598015,11452.250034105615,2251.54207721068,3806.5902951462263,5813.544104137635,1496.243689424907,21.255872239952147,51.111438049768914,22.652339493422957,679.4872653427238,425.4870988275279,697.1909078140893,20.29613115567546,90.9614800399593,0.0,24.673729216253957,0.0,0.0
SZAMOTULSKI,6510.0,21979.0,4542.0,4364.0,10550.0,2382.0,51.0,0.0,29.0,2110.0,957.0,1051.0,30.0,35.0,0.0,192.0,0.0,0.0
ŚREDZKI,5891.0,20726.0,5012.0,4301.0,9343.0,2720.0,71.0,0.0,35.0,1647.0,1224.0,807.0,13.0,13.0,2.0,205.0,0.0,0.0
ŚREMSKI,4448.44136911551,22590.505600672346,3646.466886735434,4725.113050969001,9677.133644629086,1185.1115552819706,83.37311780179093,2.3413849051445643,37.25309481318858,1564.819772941286,740.7510682747933,420.38278176028524,25.335557302815772,32.22803382498953,0.9878201729680365,173.62347276912192,0.0,0.0
WĄGROWIECKI,3863.1280090124073,28177.708781425226,6301.8049875661245,5063.29747591605,11654.38508302571,911.032772506113,10.001108213476176,2.999546403173478,37.002266247833305,3549.974787982583,1207.9544084448219,408.0132889452872,5.002468870394255,9.00327495310905,0.0,138.00977076447867,0.0,0.0
WOLSZTYŃSKI,1558.0,18454.0,1285.0,3598.0,8665.0,434.0,22.0,12.0,31.0,684.0,225.0,194.0,19.0,80.0,0.0,39.0,18.0,0.0
WRZESIŃSKI,4460.0,16037.0,4016.0,3766.0,7637.0,2538.0,27.0,0.0,71.0,1400.0,789.0,394.0,10.0,21.0,0.0,131.0,0.0,0.0
ŻNIŃSKI,4515.0,18637.0,5497.0,3528.0,7826.0,1294.0,1.0,0.0,15.0,2389.0,1068.0,584.0,4.0,14.0,1.0,104.0,2.0,0.0
POZNAŃSKI,5761.259567209017,32290.29629560272,6669.669958508874,6127.693325895971,15644.419294307669,1539.5973368915206,25.899768284156423,5.755504063145871,54.67728859988578,2136.2512581043093,956.3729251594057,725.1935119563798,15.348010835055657,14.388760157864679,0.0,334.7784863396515,2.8777520315729355,0.0
GNIEZNO (MIASTO),1.420702904383442,8.351392456131402,1.63135885227478,1.5118782823467471,3.515831440387989,0.5492295902386564,0.01605775313383584,0.0,0.005715471454416146,0.808603128146208,0.4637696837297673,0.16411568033394933,0.010070116372066543,0.004354644917650397,0.0002721653073531498,0.05198357370445161,0.0,0.0
KALISKI,8685.970613033429,36587.3899585585,1921.343629542882,10301.416732320151,14977.760201862873,1218.5294697888053,251.37456734359301,100.40616241970916,18.749234450344048,269.95885379894537,409.2567424533352,705.5519868002075,37.95816943789486,133.35632274927104,5.966149536326391,384.8872948093189,1.9700447765830273,0.0
KOLSKI,6230.0,36129.0,3097.0,5008.0,13638.0,746.0,141.0,33.0,4.0,482.0,366.0,607.0,74.0,28.0,1.0,378.0,0.0,0.0
KONIŃSKI,7339.0,70525.0,5057.0,9912.0,24550.0,1162.0,367.0,30.0,20.0,963.0,691.0,763.0,69.0,60.0,8.0,258.0,6.0,0.0
TURECKI,4667.890505181477,36785.60311666751,1447.570177981521,7521.582584070596,12284.521072273956,424.0629056777111,145.35690224173263,218.67366743187068,1.1752678973137136,251.91580245974745,155.82415089886848,420.8151876499427,108.71915547127279,179.61467521549807,4.985025371732728,208.76309898647793,0.0200295306704683,0.0
DOLIŃSKI,998.5148108197213,5760.513947250779,419.66564512712927,6610.457472209402,6487.93439880447,0.0,13.50648053282715,207.4209510398455,123.48782201441965,13.50648053282715,10.61223470436419,44.37843603643206,78.14463736849993,359.85123133889476,197.77346494496896,0.0,0.0,0.0
HORODEŃSKI,16226.0,10728.0,8839.0,4307.0,8219.0,1590.0,345.0,113.0,6365.0,747.0,410.0,330.0,520.0,43.0,360.0,95.0,0.0,381.0
KAŁUSKI,4870.9401247089,8381.85754440865,1110.586226361184,7372.233702262119,8045.316263693139,0.0,532.5270853674839,643.3877425443578,1255.1010116096088,36.623609960217294,32.66430077532894,160.35202198797842,250.4263059441885,536.4863945523722,309.81594371751385,7.918618369776712,8.908445665998801,0.0
KOŁOMYJSKI,9180.0,10883.0,2897.0,7508.0,10653.0,202.0,61.0,45.0,9184.0,239.0,116.0,256.0,492.0,143.0,519.0,79.0,0.0,135.0
KOSOWSKI (KOSÓW HUCULSKI),948.0,1299.0,562.0,805.0,3522.0,0.0,5.0,2.0,3681.0,58.0,0.0,32.0,318.0,83.0,179.0,0.0,0.0,0.0
NADWÓRNIAŃSKI,1815.0,6911.0,896.0,6186.0,10485.0,0.0,171.0,72.0,1412.0,78.0,19.0,163.0,306.0,179.0,403.0,0.0,0.0,0.0
ROHATYŃSKI,15431.0,11272.0,5401.0,8802.0,12116.0,702.0,1251.0,675.0,3744.0,207.0,79.0,418.0,1044.0,186.0,428.0,60.0,10.0,76.0
STANISŁAWOWSKI,9057.076043490215,12727.89904479369,1363.2011606092838,9224.26180519284,12053.031848676119,79.18761447306198,360.6299396902631,588.2836485128355,5088.510643323026,149.8027449315186,63.29233254696708,192.5783860794236,1029.9945207706899,193.78452818118717,411.5835708054074,15.576291758504683,0.209683887940168,1.2108279278744392
STRYJSKI,3462.8981056090274,8786.473085071897,1436.1181037966332,13912.981688073487,9387.13298487732,10.160792190055718,54.7084191622015,435.95550600767035,105.06819839663213,57.07654889479756,35.04817490447576,84.00549369174507,432.8365914580199,538.1938731605538,244.9748581754736,2.7137519513813406,0.3786630629834429,0.0
ŚNIATYŃSKI,8353.0,6876.0,3404.0,2573.0,4886.0,158.0,28.0,5.0,10735.0,223.0,117.0,106.0,187.0,71.0,226.0,26.0,0.0,174.0
TŁUMACKI,9986.59985083001,12098.450906134873,2633.429153149922,6872.847364636332,9096.67563868759,16.698357181480297,173.85936594835368,253.42212663658333,6778.550759376208,183.68192899628326,164.0368029004241,198.41577356817766,617.8392157147711,55.00635306840569,405.67185387949195,9.822563047929586,0.0,0.0
ŻYDACZOWSKI,6196.587083571251,7749.012967677324,1778.2162510762375,5469.56083971711,7200.9326163182095,150.83920780994427,329.78510030497137,673.6235429524841,661.4439795889482,127.41697057237529,54.33959039116005,109.61607027182286,163.01877117348016,356.9548955005514,189.25167687955744,40.28624804861866,5.621336937016557,0.0
BIELSKI (BIELSKO),808.0,3040.0,517.0,4495.0,3377.0,30.0,0.0,0.0,13.0,236.0,35.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,1766.0,3078.0,938.0,6281.0,4377.0,20.0,2.0,0.0,25.0,962.0,60.0,8.0,107.0,61.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,235.0,1980.0,265.0,904.0,1977.0,25.0,0.0,0.0,11.0,74.0,50.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,268.6037479332341,2580.7605524867145,238.10295604337966,1130.4970929497654,2264.9297719498345,0.0,0.0,0.0,1.967793025151898,67.88885936774048,34.436377940158216,0.983896512575949,0.983896512575949,0.0,0.0,2.951689537727847,0.0,0.0
LUBLINIECKI,1186.0,7372.0,872.0,3724.0,4371.0,97.0,8.0,2.0,15.0,145.0,261.0,8.0,32.0,1.0,0.0,4.0,0.0,0.0
PSZCZYŃSKI,2092.0,14609.0,1418.0,8585.0,11166.0,230.0,12.0,0.0,21.0,198.0,149.0,16.0,69.0,0.0,0.0,7.0,0.0,0.0
RYBNICKI,3132.0,16472.0,1403.0,7536.0,11527.0,350.0,3.0,0.0,13.0,350.0,230.0,30.0,22.0,17.0,0.0,12.0,0.0,26.0
ŚWIĘTOCHŁOWICKI,196.695533873717,1097.4052805726685,227.8552224081672,560.8743936201039,1216.20159311026,0.0,0.0,0.0,0.0,45.765792534973755,13.63236373382197,1.9474805334031386,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,9.700718193048933,71.83416694061722,10.041821548453138,33.62851343013071,69.8686349399054,0.0,0.0,0.0,0.032206974848101984,2.3453480972857643,0.9312583260198153,0.06862295402091251,0.016103487424050992,0.0,0.0,0.04831046227215298,0.0,0.0
BORSZCZOWSKI,17326.536116933974,13648.938380431477,7086.872891371764,1694.7727766392945,7117.4537738373165,11.837760954407178,616.5500497087072,23.675521908814357,11020.955448553084,1406.7205934153865,1147.2763324979624,1247.8973006104234,591.8880477203589,14.797201193008974,401.49739237031014,68.06712548784128,0.0,791.1570237862131
BRODZKI,8028.393820476901,12221.557050050798,5851.511387605974,8317.977579704992,7514.884216606705,52.26882192400684,3685.014678387864,940.2765078206864,52.705629242064674,107.35247491959282,69.85665756937212,272.68821924006846,398.6468456775282,81.50395618215296,265.1591671592397,10.0,187.0,0.0
BRZEŻAŃSKI,13386.333998315265,11646.870277832815,8153.5817295148445,10081.351299879518,8976.337219611494,211.77684840068065,3747.913013292007,376.36120106836825,1237.6686832358776,311.84986351840485,150.01359900508973,563.8631523881205,304.6391084230733,104.24468612795775,598.9509571958102,10.153282304255438,0.2970906112835139,3.045178765656017
BUCZACKI,15280.0,17370.0,7565.0,6182.0,10208.0,83.0,2562.0,322.0,7760.0,1139.0,1066.0,808.0,1946.0,64.0,443.0,46.0,15.0,249.0
CZORTKOWSKI,11675.723022463604,9368.3512690546,6363.6542154744075,1421.545106667843,6110.374167886762,195.11945954332938,2193.725059716544,54.39183405667907,4417.055783056715,1151.8618131910534,2579.6156715707775,510.6974885423582,1074.1621927915012,37.541946251599796,117.5325734710319,36.93673207780169,0.0,358.37532822738564
KAMIONECKI,10103.89324447997,9129.282789278566,3546.282209785459,5759.6382863116705,7151.2140695719245,180.95752931322457,1070.6591648846802,937.6140648276632,57.11798654175098,180.09124739387568,172.82381123257346,180.0162663494583,77.18773118695987,356.11484470222587,299.31830742808586,14.30676500855255,3.0,0.0
PODHAJECKI,15385.09984314443,13352.260123445636,7944.341520777839,8224.867557803835,10029.779872419005,116.88584876083137,4091.9787553687715,408.1264219232362,3583.525313259155,410.0745194025834,262.9931597118706,969.1784959752267,1749.391536453776,168.5104319635319,405.20427570421543,41.88409580596457,15.584779834777516,159.74399330646955
PRZEMYŚLAŃSKI,12051.0,8834.0,4520.0,8085.0,8930.0,23.0,1769.0,658.0,668.0,218.0,132.0,423.0,304.0,150.0,379.0,6.0,20.0,0.0
RADZIECHOWSKI,11273.0,9136.0,5111.0,6714.0,7495.0,43.0,1229.0,964.0,17.0,226.0,140.0,479.0,236.0,82.0,305.0,13.0,20.0,0.0
SKAŁACKI,16562.798508953652,10894.148406112214,10044.77412360177,3472.327587425418,6876.627486320252,131.196256451842,6618.12226990403,192.42117612936826,378.03958340567806,1124.400508998379,1066.0910616864494,1012.6407349838471,703.6006642306193,26.2392512903684,259.4770405380875,27.211075412233896,0.0,72.88680913991222
TARNOPOLSKI,17805.433619411233,15976.040575622097,13149.960081954185,11054.537203926851,11172.864934508603,200.5282986642061,10317.000631778737,381.8202467635831,420.3078949140612,884.4038436681798,1055.575146139878,1203.3006858562492,446.9816981639417,177.2920260752492,501.5354134105868,69.5625440766284,0.0,163.432680432398
TREMBOWELSKI,13115.547241331213,10151.47036191311,7874.091029819873,3555.112368148625,7244.782496826836,41.321038745239804,5376.584723868582,229.60779195126548,2351.2795413925815,1783.8504327796986,1936.9837861715337,420.3883745326738,803.0851740071487,45.21817792163573,263.5002862194002,26.612454584397884,0.2534005797970201,144.1950956169205
ZALESZCZYCKI,11579.470331645929,8896.458087164789,5214.52470830852,1263.801396034286,5893.830176401195,211.12227497556518,636.2990787458007,5.864507638210144,6131.342735748705,1224.7046784462184,999.8985523148295,481.86704427293347,129.01916804062316,6.841925577911835,172.02555738749754,169.09330356839249,0.0,345.0285327146968
ZBARASKI,13954.0,8055.0,6604.0,8495.0,5285.0,34.0,5393.0,280.0,59.0,584.0,165.0,1896.0,313.0,131.0,253.0,19.0,0.0,36.0
ZBOROWSKI,8953.6061795231,11367.442949949202,8993.488612394027,11187.022420295008,7456.115783393295,42.73117807599316,5254.9853216121355,400.7234921793136,126.29437075793533,232.64752508040718,242.14334243062788,427.31178075993154,106.35315432247185,122.49604381784704,247.8408328407603,0.0,0.0,0.0
ZŁOCZOWSKI,10880.0,11024.0,7356.0,9241.0,9196.0,191.0,2694.0,927.0,287.0,209.0,81.0,245.0,235.0,96.0,423.0,60.0,6.0,0.0
KOPYCZYNIECKI,13272.441298771573,11927.255023086047,7211.983159056407,2035.3418313830377,7849.926121131688,312.32624184935605,3056.810026610719,156.63778086669834,4239.662602125301,1779.0254626920769,2499.5592546788894,808.8205412025877,1573.972367739308,18.037077796771325,202.20513530064693,53.16191350627337,4.74659942020298,244.92453008247375
BŁOŃSKI,5748.0,26004.0,2475.0,7736.0,11797.0,1379.0,215.0,111.0,5.0,265.0,220.0,140.0,21.0,19.0,0.0,279.0,0.0,0.0
CIECHANOWSKI,8585.0,27740.0,4265.0,4595.0,9309.0,1295.0,350.0,5.0,5.0,1314.0,981.0,593.0,138.0,47.0,0.0,265.0,0.0,0.0
GOSTYNIŃSKI,5515.0,29495.0,1394.0,5700.0,9839.0,517.0,195.0,22.0,2.0,169.0,142.0,238.0,7.0,20.0,4.0,200.0,0.0,0.0
GRÓJECKI,7652.0,47107.0,3387.0,16291.0,19556.0,9.0,246.0,74.0,20.0,171.0,345.0,141.0,24.0,62.0,8.0,242.0,11.0,0.0
KUTNOWSKI,11888.0,22863.0,3944.0,7420.0,9257.0,2784.0,52.0,18.0,8.0,243.0,369.0,672.0,32.0,30.0,3.0,221.0,16.0,0.0
ŁOWICKI,8852.0,34907.0,2540.0,10262.0,11231.0,546.0,45.0,867.0,8.0,86.0,74.0,960.0,40.0,571.0,1.0,379.0,0.0,0.0
MAKOWSKI (MAKÓW MAZOWIECKI),5310.0,24275.0,1536.0,4240.0,7299.0,86.0,1037.0,166.0,1.0,497.0,336.0,930.0,6.0,256.0,7.0,150.0,0.0,0.0
MIŃSKI,2173.0,26550.0,3268.0,8350.0,13973.0,0.0,1133.0,340.0,3.0,218.0,368.0,194.0,26.0,452.0,19.0,83.0,0.0,0.0
MŁAWSKI,1876.0,44688.0,1708.0,3504.0,14144.0,153.0,1253.0,59.0,0.0,534.0,585.0,575.0,23.0,93.0,1.0,261.0,0.0,0.0
PŁOCKI,13069.0,41644.0,6040.0,7395.0,15196.0,2067.0,333.0,11.0,2.0,464.0,478.0,335.0,4.0,16.0,0.0,350.0,0.0,0.0
PŁOŃSKI,8170.0,38597.0,4524.0,5668.0,12218.0,647.0,365.0,7.0,1.0,376.0,446.0,393.0,6.0,33.0,0.0,355.0,0.0,0.0
PRZASNYCKI,6292.0,26608.0,1753.0,2557.0,8389.0,243.0,720.0,90.0,3.0,451.0,218.0,1503.0,3.0,309.0,1.0,95.0,0.0,0.0
PUŁTUSKI,6282.0,38120.0,3344.0,7007.0,14066.0,170.0,2125.0,50.0,1.0,306.0,573.0,251.0,31.0,253.0,7.0,260.0,2.0,0.0
RADZYMIŃSKI,1502.0,21439.0,1512.0,4202.0,9769.0,0.0,1292.0,70.0,3.0,104.0,113.0,62.0,4.0,300.0,5.0,17.0,0.0,0.0
RAWSKI (RAWA MAZOWIECKA),2909.0,39509.0,3508.0,7701.0,15185.0,30.0,244.0,167.0,1.0,96.0,49.0,178.0,55.0,147.0,3.0,396.0,0.0,0.0
SIERPECKI,3016.1624063681825,36400.798257809765,2172.009025678244,4061.508494476015,12236.364712227805,162.16532560061702,686.8968008367336,61.09578094546178,5.023945236365446,453.4344231279856,579.4891590550358,584.3928053460887,24.143671418192675,62.502849963674365,1.0598630909136144,178.84263767316878,0.0,0.0
SKIERNIEWICKI,2471.0,25521.0,2413.0,6808.0,8482.0,28.0,61.0,27.0,2.0,128.0,56.0,181.0,23.0,126.0,1.0,368.0,1.0,0.0
SOCHACZEWSKI,6992.0,22354.0,2042.0,6707.0,9888.0,570.0,170.0,17.0,8.0,164.0,159.0,242.0,38.0,15.0,3.0,213.0,0.0,0.0
WARSZAWSKI,3612.0,20783.0,2348.0,8229.0,16287.0,109.0,526.0,9.0,5.0,115.0,223.0,106.0,40.0,5.0,1.0,91.0,0.0,0.0
DZIAŁDOWSKI,658.0,19760.0,3298.0,2447.0,7924.0,15.0,131.0,0.0,0.0,1004.0,1230.0,478.0,14.0,3.0,0.0,243.0,0.0,0.0
DUBIEŃSKI,40115.0,42402.0,20024.0,30188.0,16119.0,72.0,14016.0,1659.0,22.0,1447.0,332.0,883.0,516.0,233.0,685.0,1006.0,297.0,0.0
HOROCHOWSKI,30807.0,14215.0,10761.0,14004.0,11051.0,75.0,3523.0,1858.0,0.0,177.0,72.0,1567.0,241.0,288.0,276.0,919.0,3.0,0.0
KOWELSKI,23504.0,58126.0,10167.0,11878.0,23682.0,12.0,4683.0,2733.0,44.0,94.0,39.0,2848.0,849.0,1503.0,1378.0,565.0,2.0,0.0
KRZEMIENIECKI,17759.0,49916.0,18745.0,32037.0,12746.0,114.0,24297.0,2772.0,16.0,790.0,221.0,3570.0,836.0,132.0,1047.0,271.0,10.0,261.0
LUBOMELSKI,4582.0,19375.0,4032.0,3569.0,8571.0,0.0,2666.0,1199.0,24.0,32.0,132.0,619.0,671.0,496.0,732.0,127.0,3.0,0.0
ŁUCKI,36709.0,51116.0,16457.0,26542.0,21626.0,177.0,7183.0,2614.0,253.0,193.0,225.0,1453.0,583.0,1086.0,907.0,1344.0,127.0,0.0
RÓWIEŃSKI,25293.0,36647.0,13498.0,28446.0,14599.0,3018.0,7505.0,1879.0,19.0,268.0,89.0,1393.0,301.0,399.0,298.0,1927.0,191.0,77.0
WŁODZIMIERSKI,28575.0,23038.0,10012.0,13886.0,12374.0,481.0,2693.0,1612.0,1.0,258.0,78.0,1802.0,75.0,678.0,620.0,1119.0,31.0,0.0
KOSTOPOLSKI,5890.0,30978.0,4564.0,12113.0,12873.0,0.0,7755.0,2647.0,17.0,29.0,119.0,801.0,132.0,1229.0,590.0,421.0,19.0,0.0
ZDOŁBUNOWSKI,14567.0,12763.0,8636.0,11955.0,7797.0,419.0,3687.0,1115.0,44.0,227.0,131.0,461.0,234.0,225.0,342.0,1192.0,128.0,64.0
SARNEŃSKI,1492.0,40370.0,6085.0,6887.0,15786.0,0.0,7379.0,3030.0,111.0,65.0,57.0,450.0,320.0,944.0,663.0,7.0,0.0,0.0
OSZMIAŃSKI,662.7115487324361,31733.99196713843,7190.914864604195,18293.806110158814,8165.199753412328,0.0,1408.5093214850583,0.0,0.0,64.29291144419156,586.5491767139323,1985.1672810537302,3.956486858104096,3053.4187327418363,22.749799434098552,0.989121714526024,0.0,0.0
ŚWIĘCIAŃSKI,4323.0,38149.0,6029.0,13656.0,13187.0,0.0,2310.0,0.0,0.0,138.0,693.0,5892.0,500.0,2215.0,123.0,3.0,0.0,0.0
WILNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
