Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
KIELECKIE;OPOCZYŃSKI; 38 736 ; 554 085 ; 47 424 ; 173 319 ; 2 461 741 ; X   ; 4 594 ; 4 428 
KIELECKIE;PIŃCZOWSKI; 184 851 ; 253 117 ; 116 848 ; 109 220 ; 1 200 979 ; 211 174 ; 182 ; 20 578 
KIELECKIE;RADOM (MIASTO);;;;;;;;
KIELECKIE;RADOMSKI; 65 889 ; 711 552 ; 126 415 ; 239 541 ; 2 793 325 ; 126 ; 7 465 ; 14 655 
KIELECKIE;SANDOMIERSKI; 130 639 ; 213 086 ; 116 742 ; 145 950 ; 1 377 394 ; 143 578 ; 221 ; 14 359 
KIELECKIE;SOSNOWIEC;;;;;;;;
KIELECKIE;STOPNICKI; 152 146 ; 365 150 ; 105 902 ; 144 748 ; 2 053 353 ; 3 329 ; 609 ; 23 984 
KIELECKIE;WŁOSZCZOWSKI; 150 956 ; 387 362 ; 40 119 ; 86 647 ; 1 844 768 ; 1 238 ; 277 ; 3 297 
KIELECKIE;ZAWIERCIAŃSKI; 17 604 ; 197 149 ; 23 594 ; 35 717 ; 1 083 720 ; X   ; 822 ; 134 
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA); 15 807 ; 94 636 ; 6 668 ; 104 089 ; 699 609 ; 1 972 ; 12 ; X   
KRAKOWSKIE;BOCHEŃSKI; 57 227 ; 79 721 ; 25 678 ; 54 592 ; 341 857 ; 273 ; 8 ; 2 034 
KRAKOWSKIE;BRZESKI (BRZESKO); 44 383 ; 84 942 ; 21 060 ; 56 375 ; 471 330 ; 1 950 ; 68 ; 2 308 
KRAKOWSKIE;CHRZANOWSKI; 12 726 ; 111 086 ; 8 961 ; 46 168 ; 534 842 ; X   ; X   ; 647 
KRAKOWSKIE;DĄBROWSKI; 17 615 ; 38 820 ; 13 212 ; 23 072 ; 114 701 ; X   ; 16 ; 1 288 
KRAKOWSKIE;GORLICKI; 49 682 ; 62 168 ; 30 338 ; 106 038 ; 506 158 ; X   ; •0 ; 156 
KRAKOWSKIE;JASIELSKI; 67 388 ; 85 141 ; 28 036 ; 60 731 ; 456 216 ; 400 ; 99 ; 1 144 
KRAKOWSKIE;KRAKOWSKI; 124 324 ; 213 493 ; 34 648 ; 148 496 ; 1 001 097 ; 15 644 ; 88 ; 977 
KRAKOWSKIE;KRAKÓW (MIASTO);;;;;;;;
KRAKOWSKIE;LIMANOWSKI; 37 584 ; 47 395 ; 34 195 ; 93 360 ; 397 178 ; X   ; X   ; 11 
KRAKOWSKIE;MIELECKI; 21 923 ; 43 811 ; 8 348 ; 20 844 ; 116 907 ; X   ; 193 ; 1 104 
KRAKOWSKIE;MYŚLENICKI; 47 285 ; 66 215 ; 38 272 ; 129 330 ; 533 332 ; X   ; X   ; 40 
KRAKOWSKIE;NOWOSĄDECKI; 50 846 ; 75 562 ; 55 189 ; 131 276 ; 507 582 ; X   ; X   ; 76 
KRAKOWSKIE;NOWOTARSKI; 1 809 ; 48 651 ; 55 907 ; 288 485 ; 326 791 ; X   ; 184 ; X   
KRAKOWSKIE;ROPCZYCKI; 73 948 ; 137 947 ; 43 166 ; 87 625 ; 830 500 ; 12 299 ; 186 ; 2 596 
KRAKOWSKIE;TARNOWSKI; 69 663 ; 133 589 ; 29 680 ; 75 538 ; 641 891 ; 2 502 ; 304 ; 1 366 
KRAKOWSKIE;WADOWICKI; 47 875 ; 110 457 ; 16 206 ; 171 621 ; 905 963 ; 13 401 ; 4 ; 107 
KRAKOWSKIE;ŻYWIECKI; 12 101 ; 63 683 ; 28 834 ; 161 375 ; 849 641 ; X   ; X   ; X   
LUBELSKIE;BIALSKI (BIAŁA PODLASKA); 79 517 ; 454 725 ; 43 505 ; 197 619 ; 2 876 611 ; X   ; 7 822 ; 3 827 
LUBELSKIE;BIŁGORAJSKI; 47 471 ; 195 417 ; 57 057 ; 136 650 ; 1 131 638 ; X   ; 26 060 ; 7 351 
LUBELSKIE;CHEŁMSKI; 233 537 ; 357 201 ; 141 204 ; 125 008 ; 1 707 498 ; 119 108 ; 11 009 ; 3 879 
LUBELSKIE;GARWOLIŃSKI; 71 819 ; 574 243 ; 132 040 ; 209 906 ; 2 965 153 ; 206 ; 16 185 ; 10 972 
LUBELSKIE;HRUBIESZOWSKI; 357 346 ; 227 391 ; 129 498 ; 183 505 ; 1 455 981 ; 321 595 ; 10 961 ; 10 216 
LUBELSKIE;JANOWSKI; 126 788 ; 348 174 ; 148 320 ; 253 178 ; 2 047 141 ; 39 730 ; 21 922 ; 9 149 
LUBELSKIE;KRASNOSTAWSKI; 276 167 ; 218 072 ; 123 177 ; 156 829 ; 1 139 957 ; 169 755 ; 12 714 ; 6 564 
LUBELSKIE;LUBARTOWSKI; 72 182 ; 409 718 ; 42 508 ; 102 270 ; 1 788 456 ; 31 343 ; 42 625 ; 4 412 
LUBELSKIE;LUBELSKI; 397 114 ; 419 135 ; 194 569 ; 267 455 ; 2 367 391 ; 508 116 ; 17 836 ; 5 849 
LUBELSKIE;LUBLIN (MIASTO);;;;;;;;
LUBELSKIE;PUŁAWSKI; 104 693 ; 321 115 ; 126 165 ; 132 194 ; 1 855 128 ; 272 300 ; 20 943 ; 11 824 
LUBELSKIE;RADZYŃSKI; 108 357 ; 325 450 ; 22 336 ; 181 590 ; 2 070 183 ; 11 595 ; 18 449 ; 8 639 
LUBELSKIE;SIEDLECKI; 97 811 ; 471 799 ; 29 271 ; 186 954 ; 2 777 325 ; X   ; 1 894 ; 2 802 
LUBELSKIE;SOKOŁOWSKI; 95 967 ; 290 272 ; 38 552 ; 101 310 ; 1 824 498 ; 115 370 ; 1 097 ; 924 
LUBELSKIE;TOMASZOWSKI; 239 196 ; 182 356 ; 130 888 ; 148 710 ; 1 076 543 ; 251 578 ; 8 909 ; 8 716 
LUBELSKIE;WĘGROWSKI; 53 139 ; 262 749 ; 29 170 ; 100 721 ; 1 631 690 ; 32 448 ; 2 762 ; 5 155 
LUBELSKIE;WŁODAWSKI; 82 742 ; 438 098 ; 37 503 ; 142 153 ; 2 131 776 ; 10 088 ; 34 736 ; 7 922 
LUBELSKIE;ZAMOJSKI; 223 190 ; 197 303 ; 120 812 ; 170 985 ; 1 443 948 ; 141 105 ; 7 402 ; 6 182 
LUBELSKIE;ŁUKOWSKI; 55 350 ; 536 034 ; 40 726 ; 218 757 ; 3 027 810 ; X   ; 18 069 ; 4 354 
LWOWSKIE;BRZOZOWSKI; 46 069 ; 96 540 ; 32 206 ; 67 284 ; 538 279 ; 3 614 ; 83 ; 496 
LWOWSKIE;BÓBRECKI; 108 631 ; 39 185 ; 40 266 ; 73 819 ; 902 315 ; 167 936 ; 3 114 ; 5 615 
LWOWSKIE;DOBROMILSKI; 37 046 ; 43 354 ; 17 147 ; 62 460 ; 306 811 ; 3 120 ; 105 ; 414 
LWOWSKIE;DROHOBYCKI; 27 535 ; 54 420 ; 24 358 ; 62 733 ; 732 558 ; X   ; 263 ; 4 442 
LWOWSKIE;GRÓDECKI; 51 241 ; 56 025 ; 28 442 ; 75 607 ; 643 828 ; 8 079 ; 5 001 ; 3 841 
LWOWSKIE;JAROSŁAWSKI; 109 008 ; 116 627 ; 32 740 ; 71 495 ; 419 784 ; 149 990 ; 1 559 ; 4 385 
LWOWSKIE;JAWOROWSKI; 26 563 ; 73 722 ; 19 398 ; 64 317 ; 473 392 ; 309 ; 3 404 ; 3 540 
LWOWSKIE;KOLBUSZOWSKI; 22 592 ; 110 357 ; 28 294 ; 46 617 ; 626 948 ; X   ; 2 835 ; 5 613 
LWOWSKIE;KROŚNIEŃSKI; 65 957 ; 96 097 ; 36 852 ; 73 463 ; 580 657 ; 1 031 ; 153 ; 508 
LWOWSKIE;LESKI; 16 246 ; 36 100 ; 14 733 ; 152 326 ; 520 352 ; X   ; X   ; 7 
LWOWSKIE;LUBACZOWSKI; 44 757 ; 81 572 ; 26 245 ; 95 624 ; 650 730 ; X   ; 7 313 ; 5 420 
LWOWSKIE;LWOWSKI; 132 848 ; 73 411 ; 47 591 ; 144 034 ; 1 147 439 ; 60 103 ; 7 718 ; 4 972 
LWOWSKIE;LWÓW (MIASTO);;;;;;;;
LWOWSKIE;MOŚCISKI; 45 021 ; 41 092 ; 23 258 ; 43 328 ; 368 358 ; 3 096 ; 1 325 ; 3 713 
LWOWSKIE;NIŻAŃSKI; 19 772 ; 71 978 ; 23 243 ; 32 453 ; 517 233 ; 2 269 ; 2 884 ; 4 380 
LWOWSKIE;PRZEMYSKI; 88 771 ; 73 404 ; 33 891 ; 62 427 ; 774 902 ; 49 013 ; 169 ; 2 016 
LWOWSKIE;PRZEWORSKI; 43 135 ; 45 671 ; 11 664 ; 34 580 ; 268 172 ; 192 042 ; 390 ; 1 395 
LWOWSKIE;RAWSKI (RAWA RUSKA); 103 438 ; 134 322 ; 75 771 ; 91 988 ; 967 067 ; 20 985 ; 12 865 ; 7 156 
LWOWSKIE;RUDECKI; 54 646 ; 33 896 ; 33 295 ; 51 406 ; 659 559 ; 28 799 ; 2 173 ; 5 933 
LWOWSKIE;RZESZOWSKI; 97 211 ; 145 814 ; 49 529 ; 92 984 ; 667 552 ; 10 665 ; 177 ; 2 407 
LWOWSKIE;SAMBORSKI; 62 830 ; 72 871 ; 49 727 ; 95 051 ; 909 237 ; 2 313 ; 444 ; 6 078 
LWOWSKIE;SANOCKI; 62 043 ; 82 460 ; 53 074 ; 93 981 ; 726 045 ; 6 003 ; 41 ; 252 
LWOWSKIE;SOKALSKI; 210 733 ; 120 481 ; 69 749 ; 92 187 ; 1 195 710 ; 69 084 ; 4 879 ; 8 831 
LWOWSKIE;TARNOBRZESKI; 29 427 ; 101 157 ; 39 269 ; 47 509 ; 576 716 ; 27 347 ; 1 663 ; 8 655 
LWOWSKIE;TURCZAŃSKI; 1 929 ; 26 260 ; 6 156 ; 168 735 ; 551 214 ; X   ; 12 ; 10 
LWOWSKIE;ŁAŃCUCKI; 48 771 ; 128 253 ; 28 995 ; 59 506 ; 602 754 ; 43 446 ; 5 780 ; 9 150 
LWOWSKIE;ŻÓŁKIEWSKI; 77 907 ; 88 408 ; 27 376 ; 52 516 ; 687 913 ; 996 ; 3 898 ; 5 305 
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;;;;
NOWOGRÓDZKIE;BARANOWICKI; 33 011 ; 387 136 ; 100 627 ; 185 996 ; 1 919 306 ; X   ; 38 432 ; 356 
NOWOGRÓDZKIE;LIDZKI; 9 508 ; 515 540 ; 103 584 ; 192 804 ; 2 182 054 ; X   ; 37 956 ; X   
NOWOGRÓDZKIE;NIEŚWIESKI; 50 397 ; 384 193 ; 91 634 ; 223 828 ; 2 517 307 ; X   ; 15 210 ; 378 
NOWOGRÓDZKIE;NOWOGRÓDZKI; 65 557 ; 428 765 ; 119 818 ; 222 338 ; 1 563 341 ; X   ; 27 702 ; X   
NOWOGRÓDZKIE;STOŁPECKI; 31 523 ; 346 349 ; 75 866 ; 140 371 ; 1 376 917 ; X   ; 15 328 ; 48 
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE); 14 377 ; 224 080 ; 78 073 ; 77 275 ; 1 150 583 ; X   ; 13 622 ; X   
NOWOGRÓDZKIE;SŁONIMSKI; 37 174 ; 439 036 ; 77 553 ; 142 976 ; 1 421 316 ; X   ; 25 190 ; 476 
NOWOGRÓDZKIE;WOŁOŻYŃSKI; 11 025 ; 222 072 ; 66 634 ; 116 361 ; 1 586 229 ; X   ; 6 618 ; X   
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.); 101 624 ; 686 952 ; 98 766 ; 188 307 ; 2 969 512 ; X   ; 21 588 ; 15 283 
POLESKIE;DROHICKI; 28 681 ; 303 292 ; 43 509 ; 117 148 ; 1 197 318 ; X   ; 8 470 ; 11 403 
POLESKIE;IWACEWICKI; 5 558 ; 226 481 ; 32 645 ; 71 842 ; 1 136 987 ; X   ; 8 712 ; 2 635 
POLESKIE;KOBRYŃSKI; 47 058 ; 370 356 ; 42 984 ; 91 836 ; 1 314 938 ; X   ; 10 612 ; 9 619 
POLESKIE;KOSZYRSKI; 8 695 ; 202 251 ; 22 009 ; 51 598 ; 930 696 ; X   ; 10 556 ; 5 452 
POLESKIE;PIŃSKI; 12 173 ; 426 524 ; 34 835 ; 122 174 ; 1 894 226 ; X   ; 23 037 ; 17 684 
POLESKIE;PRUŻAŃSKI; 21 468 ; 369 260 ; 47 618 ; 95 485 ; 1 731 159 ; X   ; 11 981 ; 4 644 
POLESKIE;STOLIŃSKI; 9 350 ; 291 918 ; 24 313 ; 44 048 ; 1 163 865 ; X   ; 19 409 ; 25 922 
POLESKIE;ŁUNINIECKI; 5 102 ; 194 736 ; 11 639 ; 32 488 ; 1 220 070 ; X   ; 9 203 ; 9 882 
POMORSKIE;BRODNICKI; 52 753 ; 305 524 ; 71 807 ; 33 740 ; 977 420 ; 113 563 ; 53 ; 3 
POMORSKIE;CHEŁMIŃSKI; 186 183 ; 193 577 ; 97 489 ; 43 086 ; 927 405 ; 729 766 ; 12 ; 8 
POMORSKIE;CHOJNICKI; 19 031 ; 273 150 ; 30 500 ; 61 592 ; 993 070 ; 4 756 ; 4 029 ; X   
POMORSKIE;DZIAŁDOWSKI; 9 539 ; 226 477 ; 43 260 ; 25 772 ; 940 117 ; 3 620 ; 328 ; X   
POMORSKIE;GDYNIA (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZKI; 163 072 ; 193 096 ; 95 297 ; 60 726 ; 717 551 ; 349 813 ; X   ; 12 
POMORSKIE;KARTUSKI; 6 400 ; 218 888 ; 14 078 ; 100 645 ; 1 048 123 ; X   ; 21 ; X   
POMORSKIE;KOŚCIERSKI; 9 548 ; 215 146 ; 12 851 ; 61 871 ; 939 866 ; X   ; 478 ; X   
POMORSKIE;LUBAWSKI; 38 915 ; 287 354 ; 75 470 ; 54 484 ; 1 067 399 ; 33 536 ; 28 ; 6 
POMORSKIE;MORSKI; 12 943 ; 210 847 ; 19 222 ; 84 155 ; 974 447 ; 2 520 ; 24 ; X   
POMORSKIE;STAROGARDZKI; 43 421 ; 227 196 ; 40 498 ; 43 353 ; 875 274 ; 110 843 ; 87 ; X   
POMORSKIE;SĘPOLEŃSKI; 17 052 ; 197 063 ; 42 920 ; 52 739 ; 800 825 ; 34 794 ; 23 ; 2 
POMORSKIE;TCZEWSKI; 147 202 ; 130 808 ; 78 887 ; 54 196 ; 619 039 ; 485 154 ; 14 ; X   
POMORSKIE;TORUŃ (MIASTO);;;;;;;;
POMORSKIE;TORUŃSKI; 154 835 ; 218 507 ; 68 700 ; 37 683 ; 993 467 ; 787 876 ; 57 ; 25 
POMORSKIE;TUCHOLSKI; 23 636 ; 205 659 ; 45 025 ; 35 668 ; 847 453 ; 42 624 ; 109 ; X   
POMORSKIE;WĄBRZESKI; 121 023 ; 236 258 ; 79 043 ; 34 515 ; 909 607 ; 280 820 ; 83 ; X   
POMORSKIE;ŚWIECKI; 90 309 ; 391 435 ; 87 883 ; 70 758 ; 1 796 227 ; 204 091 ; 37 ; 54 
POZNAŃSKIE;BYDGOSKI; 81 621 ; 337 473 ; 94 809 ; 55 565 ; 1 243 246 ; 194 403 ; 30 ; X   
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;
POZNAŃSKIE;CHODZIESKI; 15 712 ; 233 511 ; 30 555 ; 42 797 ; 1 000 378 ; 39 054 ; X   ; X   
POZNAŃSKIE;CZARNKOWSKI; 13 850 ; 158 739 ; 15 290 ; 22 390 ; 1 017 797 ; 29 444 ; 5 ; X   
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI; 86 602 ; 391 147 ; 85 227 ; 78 225 ; 1 967 193 ; 352 248 ; 180 ; X   
POZNAŃSKIE;GOSTYŃSKI; 127 019 ; 172 877 ; 67 407 ; 92 915 ; 1 711 461 ; 666 947 ; 108 ; 303 
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 187 864 ; 281 389 ; 142 148 ; 40 349 ; 1 184 845 ; 1 499 414 ; 34 ; X   
POZNAŃSKIE;JAROCIŃSKI; 138 221 ; 381 228 ; 60 753 ; 118 982 ; 2 408 657 ; 634 596 ; 24 ; X   
POZNAŃSKIE;KOŚCIAŃSKI; 123 624 ; 313 125 ; 74 679 ; 74 340 ; 2 282 917 ; 498 536 ; X   ; 331 
POZNAŃSKIE;KROTOSZYŃSKI; 150 612 ; 260 345 ; 55 732 ; 163 083 ; 1 418 745 ; 508 282 ; X   ; 120 
POZNAŃSKIE;KĘPIŃSKI; 38 246 ; 360 255 ; 21 349 ; 119 837 ; 2 051 380 ; 110 864 ; 65 ; 6 
POZNAŃSKIE;LESZCZYŃSKI; 71 455 ; 245 209 ; 40 137 ; 64 872 ; 1 455 110 ; 277 702 ; 50 ; 399 
POZNAŃSKIE;MIĘDZYCHODZKI; 19 104 ; 149 209 ; 12 655 ; 21 318 ; 975 769 ; 112 984 ; 35 ; X   
POZNAŃSKIE;MOGILEŃSKI; 211 475 ; 454 107 ; 201 646 ; 76 601 ; 2 082 019 ; 1 297 708 ; 20 ; 18 
POZNAŃSKIE;NOWOTOMYSKI; 88 500 ; 331 326 ; 61 898 ; 63 409 ; 1 984 278 ; 516 946 ; 140 ; 10 
POZNAŃSKIE;OBORNICKI; 68 522 ; 303 707 ; 59 021 ; 65 343 ; 1 556 462 ; 234 012 ; 117 ; 20 
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI); 72 630 ; 388 415 ; 37 669 ; 106 900 ; 2 029 888 ; 98 936 ; 130 ; 452 
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 78 571 ; 375 366 ; 81 478 ; 74 002 ; 2 308 222 ; 315 951 ; 162 ; 73 
POZNAŃSKIE;RAWICKI; 61 824 ; 139 485 ; 27 095 ; 38 895 ; 833 127 ; 471 473 ; 50 ; 269 
POZNAŃSKIE;SZAMOTULSKI; 94 208 ; 265 817 ; 55 470 ; 40 133 ; 1 563 929 ; 619 356 ; 494 ; X   
POZNAŃSKIE;SZUBIŃSKI; 57 632 ; 240 186 ; 65 807 ; 37 385 ; 1 123 649 ; 272 548 ; 39 ; X   
POZNAŃSKIE;WOLSZTYŃSKI; 19 797 ; 186 323 ; 13 478 ; 30 337 ; 1 085 125 ; 91 428 ; 20 ; 50 
POZNAŃSKIE;WRZESIŃSKI; 87 654 ; 240 286 ; 62 567 ; 56 448 ; 1 472 267 ; 614 996 ; 173 ; X   
POZNAŃSKIE;WYRZYSKI; 98 903 ; 387 585 ; 108 638 ; 68 130 ; 1 828 745 ; 379 838 ; 7 ; 10 
POZNAŃSKIE;WĄGROWIECKI; 54 685 ; 309 298 ; 80 759 ; 58 360 ; 1 747 150 ; 193 211 ; 52 ; X   
POZNAŃSKIE;ŚREDZKI; 93 262 ; 297 964 ; 73 942 ; 61 557 ; 1 525 751 ; 526 467 ; 294 ; X   
POZNAŃSKIE;ŚREMSKI; 83 870 ; 365 637 ; 61 516 ; 72 111 ; 1 552 560 ; 279 251 ; 310 ; 24 
POZNAŃSKIE;ŻNIŃSKI; 85 940 ; 253 873 ; 78 297 ; 41 259 ; 1 141 777 ; 343 532 ; 24 ; X   
STANISŁAWOWSKIE;DOLIŃSKI; 7 848 ; 33 294 ; 4 742 ; 82 608 ; 641 708 ; X   ; 174 ; 2 467 
STANISŁAWOWSKIE;HORODEŃSKI; 146 853 ; 44 409 ; 77 738 ; 42 666 ; 873 375 ; 248 591 ; 3 515 ; 1 151 
STANISŁAWOWSKIE;KAŁUSKI; 30 986 ; 30 641 ; 9 850 ; 80 058 ; 693 671 ; X   ; 4 118 ; 6 335 
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 10 436 ; 11 311 ; 4 284 ; 7 208 ; 299 842 ; X   ; 37 ; 6 
STANISŁAWOWSKIE;KOŁOMYJSKI; 86 235 ; 48 245 ; 30 315 ; 73 468 ; 1 166 072 ; 29 090 ; 446 ; 471 
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 13 872 ; 35 494 ; 10 817 ; 80 037 ; 1 093 010 ; X   ; 2 519 ; 912 
STANISŁAWOWSKIE;ROHATYŃSKI; 186 717 ; 56 677 ; 78 554 ; 117 183 ; 1 593 539 ; 92 770 ; 8 887 ; 6 993 
STANISŁAWOWSKIE;STANISŁAWOWSKI; 69 686 ; 59 005 ; 12 658 ; 81 778 ; 1 471 092 ; 9 388 ; 3 189 ; 7 067 
STANISŁAWOWSKIE;STRYJSKI; 24 597 ; 48 174 ; 16 474 ; 100 545 ; 977 695 ; X   ; 438 ; 5 245 
STANISŁAWOWSKIE;TŁUMACKI; 101 246 ; 51 532 ; 27 727 ; 71 763 ; 1 169 534 ; 2 142 ; 1 629 ; 2 937 
STANISŁAWOWSKIE;ŚNIATYŃSKI; 97 700 ; 50 707 ; 28 829 ; 23 713 ; 691 295 ; 30 232 ; 376 ; 21 
STANISŁAWOWSKIE;ŻYDACZOWSKI; 54 553 ; 53 888 ; 19 257 ; 64 943 ; 824 112 ; 22 791 ; 2 240 ; 9 100 
TARNOPOLSKIE;BORSZCZOWSKI; 146 871 ; 66 796 ; 55 595 ; 14 526 ; 798 834 ; X   ; 2 813 ; 313 
TARNOPOLSKIE;BRODZKI; 70 527 ; 78 266 ; 55 139 ; 74 313 ; 758 595 ; X   ; 16 281 ; 7 864 
TARNOPOLSKIE;BRZEŻAŃSKI; 154 158 ; 40 267 ; 129 035 ; 142 191 ; 1 208 381 ; 40 936 ; 20 357 ; 3 531 
TARNOPOLSKIE;BUCZACKI; 111 050 ; 69 176 ; 89 676 ; 60 471 ; 1 285 274 ; 8 023 ; 19 230 ; 4 335 
TARNOPOLSKIE;CZORTKOWSKI; 104 194 ; 49 505 ; 87 464 ; 17 823 ; 952 476 ; 21 280 ; 29 004 ; 2 146 
TARNOPOLSKIE;KAMIONECKI; 90 622 ; 82 535 ; 31 667 ; 61 251 ; 745 339 ; 25 330 ; 4 212 ; 8 734 
TARNOPOLSKIE;KOPYCZYNIECKI; 116 568 ; 34 010 ; 120 777 ; 15 597 ; 1 043 049 ; 32 700 ; 30 824 ; 2 200 
TARNOPOLSKIE;PODHAJECKI; 136 312 ; 47 961 ; 83 086 ; 70 530 ; 978 730 ; 20 354 ; 29 587 ; 2 858 
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 104 880 ; 35 912 ; 48 744 ; 90 154 ; 944 454 ; 10 135 ; 10 479 ; 6 242 
TARNOPOLSKIE;RADZIECHOWSKI; 104 602 ; 79 193 ; 51 713 ; 69 402 ; 797 450 ; 10 779 ; 3 919 ; 6 917 
TARNOPOLSKIE;SKAŁACKI; 123 000 ; 32 766 ; 175 658 ; 37 627 ; 976 743 ; 23 579 ; 67 102 ; 2 255 
TARNOPOLSKIE;TARNOPOLSKI; 186 199 ; 74 475 ; 163 306 ; 112 984 ; 1 354 358 ; 38 487 ; 93 995 ; 3 664 
TARNOPOLSKIE;TREMBOWELSKI; 161 718 ; 36 257 ; 109 642 ; 41 866 ; 1 104 275 ; 3 286 ; 59 862 ; 2 623 
TARNOPOLSKIE;ZALESZCZYCKI; 98 430 ; 48 327 ; 48 987 ; 12 473 ; 777 923 ; 21 752 ; 4 448 ; 310 
TARNOPOLSKIE;ZBARASKI; 114 698 ; 32 578 ; 144 390 ; 141 478 ; 695 064 ; 14 690 ; 51 195 ; 3 888 
