Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
LWOWSKIE;LWOWSKI; 13 867 ; 13 335 ; 3 521 ; 11 345 ; 11 465 ; 78 ; 1 212 ;  
LWOWSKIE;LWÓW (MIASTO);;;;;;;;
LWOWSKIE;MOŚCISKI; 7 955 ; 13 086 ; 2 828 ; 5 706 ; 7 844 ; 42 ; 407 ;  
LWOWSKIE;NIŻAŃSKI; 3 573 ; 11 131 ; 2 397 ; 3 891 ; 8 082 ; 11 ; 783 ;  
LWOWSKIE;PRZEMYSKI; 13 199 ; 15 032 ; 3 455 ; 6 841 ; 9 888 ; 317 ; 16 ;  
LWOWSKIE;PRZEWORSKI; 5 899 ; 7 699 ; 1 071 ; 3 617 ; 3 733 ; 1 206 ; 95 ;  
LWOWSKIE;RAWSKI (RAWA RUSKA); 12 783 ; 18 185 ; 6 875 ; 9 287 ; 10 945 ; 172 ; 1 472 ;  
LWOWSKIE;RUDECKI; 6 237 ; 6 638 ; 2 428 ; 4 990 ; 7 601 ; 163 ; 390 ;  
LWOWSKIE;RZESZOWSKI; 14 463 ; 22 557 ; 5 896 ; 10 258 ; 10 918 ; 89 ; 16 ;  
LWOWSKIE;SAMBORSKI; 8 940 ; 15 196 ; 4 643 ; 9 770 ; 10 923 ; 19 ; 109 ;  
LWOWSKIE;SANOCKI; 8 022 ; 11 169 ; 6 224 ; 14 161 ; 9 636 ; 43 ; -   ;  
LWOWSKIE;SOKALSKI; 20 098 ; 12 205 ; 6 686 ; 8 982 ; 10 665 ; 347 ; 755 ;  
LWOWSKIE;TARNOBRZESKI; 3 328 ; 10 294 ; 3 433 ; 4 357 ; 8 118 ; 184 ; 218 ;  
LWOWSKIE;TURCZAŃSKI; 533 ; 7 002 ; 991 ; 35 463 ; 9 947 ; -   ; 11 ;  
LWOWSKIE;ŁAŃCUCKI; 7 879 ; 17 637 ; 4 274 ; 8 595 ; 7 743 ; 173 ; 1 570 ;  
LWOWSKIE;ŻÓŁKIEWSKI; 9 385 ; 11 801 ; 3 576 ; 6 374 ; 8 243 ; 6 ; 1 086 ;  
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;;;;
NOWOGRÓDZKIE;BARANOWICKI; 3 695 ; 41 248 ; 8 128 ; 17 330 ; 17 240 ; -   ; 5 985 ;  
NOWOGRÓDZKIE;LIDZKI; 1 011 ; 53 075 ; 11 481 ; 22 640 ; 16 948 ; -   ; 7 970 ;  
NOWOGRÓDZKIE;NIEŚWIESKI; 4 435 ; 29 335 ; 7 600 ; 16 473 ; 17 333 ; -   ; 2 207 ;  
NOWOGRÓDZKIE;NOWOGRÓDZKI; 6 019 ; 34 695 ; 8 816 ; 19 495 ; 15 131 ; -   ; 5 005 ;  
NOWOGRÓDZKIE;STOŁPECKI; 2 967 ; 28 810 ; 6 329 ; 12 194 ; 12 282 ; -   ; 2 620 ;  
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE); 1 544 ; 24 648 ; 6 616 ; 9 598 ; 8 483 ; -   ; 2 520 ;  
NOWOGRÓDZKIE;SŁONIMSKI; 3 342 ; 39 721 ; 5 494 ; 14 512 ; 15 682 ; -   ; 6 260 ;  
NOWOGRÓDZKIE;WOŁOŻYŃSKI; 1 314 ; 24 462 ; 7 898 ; 13 137 ; 11 669 ; -   ; 1 432 ;  
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.); 9 751 ; 55 933 ; 9 323 ; 21 311 ; 30 004 ; -   ; 3 757 ;  
POLESKIE;DROHICKI; 2 435 ; 22 795 ; 3 329 ; 9 969 ; 12 539 ; -   ; 841 ;  
POLESKIE;IWACEWICKI; 626 ; 22 801 ; 3 237 ; 8 448 ; 11 122 ; -   ; 2 025 ;  
POLESKIE;KOBRYŃSKI; 5 059 ; 35 537 ; 4 517 ; 9 939 ; 15 638 ; -   ; 2 384 ;  
POLESKIE;KOSZYRSKI; 697 ; 26 234 ; 3 145 ; 6 274 ; 12 788 ; -   ; 1 685 ;  
POLESKIE;PIŃSKI; 1 469 ; 43 512 ; 3 922 ; 14 306 ; 19 129 ; -   ; 4 169 ;  
POLESKIE;PRUŻAŃSKI; 3 234 ; 33 950 ; 6 189 ; 13 661 ; 14 019 ; -   ; 1 324 ;  
POLESKIE;STOLIŃSKI; 1 339 ; 25 593 ; 2 204 ; 4 953 ; 11 623 ; -   ; 3 139 ;  
POLESKIE;ŁUNINIECKI; 555 ; 18 236 ; 1 554 ; 4 575 ; 11 226 ; -   ; 2 457 ;  
POMORSKIE;BRODNICKI; 3 023 ; 19 899 ; 4 690 ; 2 553 ; 8 869 ; 443 ; 11 ;  
POMORSKIE;CHEŁMIŃSKI; 7 735 ; 11 171 ; 5 793 ; 2 595 ; 6 180 ; 2 818 ; -   ;  
POMORSKIE;CHOJNICKI; 864 ; 29 658 ; 2 276 ; 5 649 ; 11 031 ; 18 ; 628 ;  
POMORSKIE;DZIAŁDOWSKI; 821 ; 17 796 ; 3 349 ; 2 570 ; 8 504 ; 10 ; 38 ;  
POMORSKIE;GDYNIA (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZKI; 7 418 ; 11 397 ; 6 061 ; 4 080 ; 5 242 ; 1 104 ; 1 ;  
POMORSKIE;KARTUSKI; 331 ; 28 389 ; 1 239 ; 9 107 ; 13 234 ; -   ; 12 ;  
POMORSKIE;KOŚCIERSKI; 1 020 ; 21 076 ; 1 099 ; 5 062 ; 7 943 ; 16 ; 386 ;  
POMORSKIE;LUBAWSKI; 2 173 ; 18 519 ; 5 349 ; 3 753 ; 8 060 ; 93 ; 4 ;  
POMORSKIE;MORSKI; 541 ; 19 815 ; 1 382 ; 7 051 ; 8 650 ; 7 ; 35 ;  
POMORSKIE;STAROGARDZKI; 2 140 ; 18 759 ; 2 592 ; 2 690 ; 8 163 ; 320 ; 35 ;  
POMORSKIE;SĘPOLEŃSKI; 932 ; 16 138 ; 3 113 ; 4 009 ; 5 847 ; 135 ; 9 ;  
POMORSKIE;TCZEWSKI; 8 233 ; 8 873 ; 5 196 ; 3 353 ; 5 772 ; 1 937 ; 6 ;  
POMORSKIE;TORUŃ (MIASTO);;;;;;;;
POMORSKIE;TORUŃSKI; 7 745 ; 13 898 ; 4 294 ; 2 273 ; 7 159 ; 3 013 ; 45 ;  
POMORSKIE;TUCHOLSKI; 1 358 ; 18 062 ; 3 057 ; 2 411 ; 6 407 ; 225 ; 21 ;  
POMORSKIE;WĄBRZESKI; 6 352 ; 14 259 ; 4 832 ; 2 637 ; 6 963 ; 1 012 ; 7 ;  
POMORSKIE;ŚWIECKI; 3 684 ; 27 833 ; 5 097 ; 3 697 ; 14 547 ; 959 ; 22 ;  
POZNAŃSKIE;BYDGOSKI; 4 219 ; 22 797 ; 6 130 ; 4 594 ; 9 965 ; 642 ; 7 ;  
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;
POZNAŃSKIE;CHODZIESKI; 712 ; 20 158 ; 2 717 ; 3 268 ; 8 240 ; 85 ; 1 ;  
POZNAŃSKIE;CZARNKOWSKI; 832 ; 16 876 ; 1 633 ; 3 009 ; 7 598 ; 139 ; 1 ;  
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI; 4 390 ; 33 115 ; 6 099 ; 5 454 ; 12 931 ; 1 458 ; 67 ;  
POZNAŃSKIE;GOSTYŃSKI; 6 971 ; 12 824 ; 4 480 ; 5 365 ; 7 811 ; 2 352 ; 17 ;  
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 8 966 ; 18 106 ; 7 835 ; 2 331 ; 7 982 ; 5 630 ; 13 ;  
POZNAŃSKIE;JAROCIŃSKI; 6 832 ; 28 942 ; 4 303 ; 8 270 ; 13 541 ; 2 559 ; 14 ;  
POZNAŃSKIE;KOŚCIAŃSKI; 6 417 ; 23 919 ; 4 905 ; 5 376 ; 13 014 ; 2 053 ; 9 ;  
POZNAŃSKIE;KROTOSZYŃSKI; 9 100 ; 17 245 ; 3 954 ; 9 491 ; 9 222 ; 1 821 ; -   ;  
POZNAŃSKIE;KĘPIŃSKI; 2 482 ; 32 690 ; 1 746 ; 8 994 ; 13 836 ; 520 ; 15 ;  
POZNAŃSKIE;LESZCZYŃSKI; 3 484 ; 19 386 ; 2 615 ; 4 867 ; 8 833 ; 1 229 ; 11 ;  
POZNAŃSKIE;MIĘDZYCHODZKI; 1 121 ; 16 293 ; 1 363 ; 2 623 ; 6 560 ; 297 ; 33 ;  
POZNAŃSKIE;MOGILEŃSKI; 8 978 ; 32 061 ; 12 332 ; 4 975 ; 12 973 ; 5 549 ; 19 ;  
POZNAŃSKIE;NOWOTOMYSKI; 4 798 ; 30 799 ; 4 236 ; 5 378 ; 15 524 ; 2 418 ; 8 ;  
POZNAŃSKIE;OBORNICKI; 3 306 ; 21 789 ; 3 582 ; 4 110 ; 9 457 ; 792 ; 13 ;  
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI); 3 852 ; 25 975 ; 2 399 ; 6 972 ; 12 863 ; 333 ; 19 ;  
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 3 890 ; 33 971 ; 6 562 ; 5 537 ; 16 855 ; 1 326 ; 9 ;  
POZNAŃSKIE;RAWICKI; 3 510 ; 11 807 ; 2 227 ; 3 543 ; 5 952 ; 1 759 ; 10 ;  
POZNAŃSKIE;SZAMOTULSKI; 5 306 ; 21 637 ; 4 776 ; 3 738 ; 11 078 ; 2 065 ; 5 ;  
POZNAŃSKIE;SZUBIŃSKI; 2 712 ; 21 998 ; 4 492 ; 2 725 ; 8 924 ; 1 023 ; 5 ;  
POZNAŃSKIE;WOLSZTYŃSKI; 1 165 ; 19 986 ; 1 225 ; 2 939 ; 7 920 ; 372 ; 12 ;  
POZNAŃSKIE;WRZESIŃSKI; 3 848 ; 17 262 ; 4 488 ; 3 769 ; 7 602 ; 2 382 ; 3 ;  
POZNAŃSKIE;WYRZYSKI; 5 149 ; 26 754 ; 7 632 ; 4 491 ; 12 152 ; 1 330 ; 4 ;  
POZNAŃSKIE;WĄGROWIECKI; 3 038 ; 28 337 ; 6 615 ; 5 393 ; 12 425 ; 811 ; 18 ;  
POZNAŃSKIE;ŚREDZKI; 4 907 ; 21 878 ; 5 329 ; 4 469 ; 9 793 ; 2 131 ; 46 ;  
POZNAŃSKIE;ŚREMSKI; 3 599 ; 24 256 ; 3 766 ; 4 406 ; 9 298 ; 1 120 ; 34 ;  
POZNAŃSKIE;ŻNIŃSKI; 4 015 ; 18 718 ; 5 972 ; 3 304 ; 8 370 ; 1 393 ; -   ;  
STANISŁAWOWSKIE;DOLIŃSKI; 824 ; 5 287 ; 465 ; 6 269 ; 6 526 ; -   ; 10 ;  
STANISŁAWOWSKIE;HORODEŃSKI; 16 114 ; 12 398 ; 8 171 ; 4 363 ; 8 368 ; 1 541 ; 168 ;  
STANISŁAWOWSKIE;KAŁUSKI; 3 959 ; 7 453 ; 1 123 ; 7 919 ; 9 459 ; -   ; 688 ;  
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 698 ; 1 177 ; 629 ; 675 ; 3 908 ; -   ; -   ;  
STANISŁAWOWSKIE;KOŁOMYJSKI; 11 552 ; 14 412 ; 3 446 ; 8 171 ; 11 722 ; 223 ; 36 ;  
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 1 545 ; 8 291 ; 512 ; 6 120 ; 12 142 ; -   ; 173 ;  
STANISŁAWOWSKIE;ROHATYŃSKI; 15 394 ; 11 587 ; 5 434 ; 8 817 ; 12 186 ; 708 ; 1 023 ;  
STANISŁAWOWSKIE;STANISŁAWOWSKI; 8 526 ; 13 292 ; 1 441 ; 9 985 ; 14 136 ; 65 ; 611 ;  
STANISŁAWOWSKIE;STRYJSKI; 3 018 ; 9 711 ; 1 371 ; 15 266 ; 9 677 ; -   ; 166 ;  
STANISŁAWOWSKIE;TŁUMACKI; 10 711 ; 11 765 ; 2 828 ; 7 557 ; 9 774 ; 15 ; 169 ;  
STANISŁAWOWSKIE;ŚNIATYŃSKI; 8 776 ; 7 102 ; 3 124 ; 2 515 ; 4 330 ; 173 ; 1 ;  
STANISŁAWOWSKIE;ŻYDACZOWSKI; 6 627 ; 8 035 ; 1 637 ; 4 961 ; 9 181 ; 140 ; 451 ;  
TARNOPOLSKIE;BORSZCZOWSKI; 16 610 ; 14 010 ; 6 085 ; 1 962 ; 7 965 ; 17 ; 530 ;  
TARNOPOLSKIE;BRODZKI; 8 464 ; 11 585 ; 5 534 ; 8 297 ; 8 332 ; -   ; 3 061 ;  
TARNOPOLSKIE;BRZEŻAŃSKI; 12 227 ; 14 401 ; 8 421 ; 10 875 ; 11 777 ; 371 ; 2 550 ;  
TARNOPOLSKIE;BUCZACKI; 17 491 ; 19 126 ; 7 385 ; 6 703 ; 11 035 ; 55 ; 1 871 ;  
TARNOPOLSKIE;CZORTKOWSKI; 12 710 ; 9 545 ; 5 819 ; 1 382 ; 7 187 ; 216 ; 1 521 ;  
TARNOPOLSKIE;KAMIONECKI; 9 845 ; 8 675 ; 2 951 ; 5 706 ; 7 349 ; 116 ; 977 ;  
TARNOPOLSKIE;KOPYCZYNIECKI; 14 093 ; 12 386 ; 7 264 ; 1 962 ; 8 923 ; 315 ; 2 557 ;  
TARNOPOLSKIE;PODHAJECKI; 16 190 ; 12 873 ; 7 330 ; 8 382 ; 10 630 ; 238 ; 3 104 ;  
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 12 229 ; 8 802 ; 4 435 ; 8 394 ; 9 033 ; 198 ; 1 236 ;  
TARNOPOLSKIE;RADZIECHOWSKI; 10 674 ; 9 853 ; 5 183 ; 7 491 ; 8 332 ; 52 ; 971 ;  
TARNOPOLSKIE;SKAŁACKI; 16 473 ; 9 032 ; 10 690 ; 3 191 ; 8 327 ; 310 ; 6 089 ;  
TARNOPOLSKIE;TARNOPOLSKI; 19 449 ; 16 880 ; 11 605 ; 11 204 ; 12 435 ; 711 ; 7 893 ;  
TARNOPOLSKIE;TREMBOWELSKI; 13 555 ; 11 685 ; 7 090 ; 3 591 ; 7 974 ; 169 ; 4 102 ;  
TARNOPOLSKIE;ZALESZCZYCKI; 11 002 ; 8 141 ; 5 067 ; 1 616 ; 6 939 ; 215 ; 606 ;  
TARNOPOLSKIE;ZBARASKI; 14 797 ; 8 895 ; 7 824 ; 8 832 ; 5 686 ; 99 ; 5 332 ;  
TARNOPOLSKIE;ZBOROWSKI; 10 270 ; 12 387 ; 8 442 ; 10 877 ; 9 098 ; 114 ; 3 214 ;  
TARNOPOLSKIE;ZŁOCZOWSKI; 11 715 ; 10 960 ; 7 144 ; 9 554 ; 9 769 ; 168 ; 2 237 ;  
WARSZAWSKIE;BŁOŃSKI; 6 170 ; 27 090 ; 2 111 ; 8 471 ; 12 313 ; 1 882 ; 135 ;  
WARSZAWSKIE;CIECHANOWSKI; 10 523 ; 29 413 ; 4 123 ; 5 507 ; 9 428 ; 1 361 ; 280 ;  
WARSZAWSKIE;GOSTYNIŃSKI; 5 554 ; 29 252 ; 1 475 ; 5 996 ; 11 799 ; 527 ; 146 ;  
WARSZAWSKIE;GRÓJECKI; 7 903 ; 45 934 ; 2 752 ; 16 632 ; 19 818 ; 70 ; 191 ;  
WARSZAWSKIE;KUTNOWSKI; 11 987 ; 22 177 ; 3 643 ; 7 124 ; 9 146 ; 2 879 ; 25 ;  
WARSZAWSKIE;LIPNOWSKI; 5 477 ; 37 878 ; 6 836 ; 4 881 ; 12 788 ; 1 402 ; 163 ;  
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 5 522 ; 25 312 ; 1 485 ; 3 958 ; 7 851 ; 119 ; 994 ;  
WARSZAWSKIE;MIŃSKI; 2 572 ; 28 880 ; 2 687 ; 9 075 ; 14 739 ; -   ; 750 ;  
WARSZAWSKIE;MŁAWSKI; 2 097 ; 45 482 ; 1 823 ; 3 667 ; 15 890 ; 156 ; 1 294 ;  
WARSZAWSKIE;NIESZAWSKI; 11 995 ; 38 604 ; 9 644 ; 3 155 ; 13 238 ; 2 799 ; 14 ;  
WARSZAWSKIE;PRZASNYCKI; 6 506 ; 27 477 ; 1 823 ; 2 558 ; 9 094 ; 347 ; 582 ;  
WARSZAWSKIE;PUŁTUSKI; 7 075 ; 40 025 ; 3 019 ; 6 891 ; 15 193 ; 179 ; 1 513 ;  
