Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
POZNAŃSKIE;GOSTYŃSKI; 99 541 ; 168 763 ; 61 635 ; 45 262 ; 769 633 ; 539 429 ;;
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 138 770 ; 228 324 ; 151 254 ; 24 766 ; 784 798 ; 1 246 105 ;;
POZNAŃSKIE;JAROCIŃSKI; 72 065 ; 341 992 ; 54 274 ; 71 020 ; 1 107 796 ; 574 867 ;;
POZNAŃSKIE;KOŚCIAŃSKI; 87 004 ; 311 254 ; 64 270 ; 50 059 ; 1 407 086 ; 490 928 ;;
POZNAŃSKIE;KROTOSZYŃSKI; 110 720 ; 199 859 ; 44 597 ; 85 491 ; 837 699 ; 347 643 ;;
POZNAŃSKIE;KĘPIŃSKI; 30 911 ; 367 298 ; 16 556 ; 78 525 ; 1 547 545 ; 114 411 ;;
POZNAŃSKIE;LESZCZYŃSKI; 44 605 ; 174 173 ; 22 676 ; 23 938 ; 658 064 ; 274 259 ;;
POZNAŃSKIE;MIĘDZYCHODZKI; 14 822 ; 156 138 ; 19 167 ; 26 487 ; 509 713 ; 80 661 ;;
POZNAŃSKIE;MOGILEŃSKI; 134 302 ; 401 438 ; 185 100 ; 48 835 ; 996 825 ; 1 158 421 ;;
POZNAŃSKIE;NOWOTOMYSKI; 72 041 ; 454 658 ; 60 777 ; 48 401 ; 1 197 260 ; 490 317 ;;
POZNAŃSKIE;OBORNICKI; 55 124 ; 298 301 ; 54 521 ; 49 834 ; 760 378 ; 188 194 ;;
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI); 40 458 ; 283 969 ; 22 816 ; 46 970 ; 1 444 496 ; 72 505 ;;
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 62 206 ; 426 384 ; 71 271 ; 53 887 ; 1 314 411 ; 318 191 ;;
POZNAŃSKIE;RAWICKI; 44 571 ; 99 762 ; 24 429 ; 22 973 ; 487 744 ; 423 008 ;;
POZNAŃSKIE;SZAMOTULSKI; 82 093 ; 309 411 ; 68 239 ; 43 434 ; 972 628 ; 517 109 ;;
POZNAŃSKIE;SZUBIŃSKI; 44 315 ; 328 977 ; 82 487 ; 43 189 ; 920 713 ; 244 496 ;;
POZNAŃSKIE;WOLSZTYŃSKI; 10 934 ; 148 468 ; 10 093 ; 14 812 ; 756 791 ; 75 295 ;;
POZNAŃSKIE;WRZESIŃSKI; 41 553 ; 180 674 ; 55 290 ; 33 199 ; 538 452 ; 537 734 ;;
POZNAŃSKIE;WYRZYSKI; 95 491 ; 458 539 ; 136 138 ; 62 597 ; 1 511 563 ; 357 653 ;;
POZNAŃSKIE;WĄGROWIECKI; 41 274 ; 406 679 ; 89 713 ; 57 152 ; 1 131 170 ; 165 282 ;;
POZNAŃSKIE;ŚREDZKI; 76 611 ; 330 755 ; 75 312 ; 52 194 ; 764 740 ; 441 708 ;;
POZNAŃSKIE;ŚREMSKI; 39 967 ; 228 430 ; 31 067 ; 30 306 ; 679 680 ; 255 102 ;;
POZNAŃSKIE;ŻNIŃSKI; 57 856 ; 273 173 ; 100 158 ; 47 217 ; 858 170 ; 313 106 ;;
WOŁYŃSKIE;SARNEŃSKI; 14 171 ; 503 036 ; 61 344 ; 114 892 ; 1 535 675 ; X ;;
STANISŁAWOWSKIE;DOLIŃSKI; 7 228 ; 62 301 ; 4 038 ; 61 045 ; 610 254 ; X ;;
STANISŁAWOWSKIE;HORODEŃSKI; 152 552 ; 135 887 ; 70 805 ; 40 092 ; 995 950 ; 333 835 ;;
STANISŁAWOWSKIE;KAŁUSKI; 37 305 ; 89 039 ; 12 629 ; 107 747 ; 1 263 785 ; X ;;
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 10 244 ; 14 176 ; 4 573 ; 8 939 ; 397 550 ; X ;;
STANISŁAWOWSKIE;KOŁOMYJSKI; 137 593 ; 179 553 ; 48 792 ; 111 377 ; 1 592 432 ; 37 688 ;;
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 21 505 ; 78 105 ; 10 987 ; 77 437 ; 1 298 898 ; X ;;
STANISŁAWOWSKIE;ROHATYŃSKI; 232 158 ; 159 615 ; 83 849 ; 105 329 ; 1 952 462 ; 112 078 ;;
STANISŁAWOWSKIE;STANISŁAWOWSKI; 79 438 ; 136 239 ; 19 726 ; 120 944 ; 1 757 396 ; 10 402 ;;
STANISŁAWOWSKIE;STRYJSKI; 34 182 ; 123 088 ; 15 447 ; 142 807 ; 1 103 605 ; X ;;
STANISŁAWOWSKIE;TŁUMACKI; 116 955 ; 151 604 ; 29 446 ; 105 044 ; 1 358 422 ; 2 968 ;;
STANISŁAWOWSKIE;ŚNIATYŃSKI; 101 558 ; 89 580 ; 51 059 ; 41 599 ; 764 360 ; 36 059 ;;
STANISŁAWOWSKIE;ŻYDACZOWSKI; 63 051 ; 102 117 ; 17 097 ; 69 434 ; 1 204 951 ; 26 199 ;;
TARNOPOLSKIE;BORSZCZOWSKI; 179 598 ; 181 707 ; 70 256 ; 20 574 ; 1 042 267 ; X ;;
TARNOPOLSKIE;BRODZKI; 88 598 ; 118 816 ; 58 684 ; 84 428 ; 972 488 ; X ;;
TARNOPOLSKIE;BRZEŻAŃSKI; 145 195 ; 151 000 ; 91 516 ; 137 410 ; 1 677 615 ; 37 454 ;;
TARNOPOLSKIE;BUCZACKI; 143 949 ; 217 760 ; 90 067 ; 74 046 ; 1 512 525 ; 7 770 ;;
TARNOPOLSKIE;CZORTKOWSKI; 121 521 ; 133 784 ; 77 960 ; 14 852 ; 1 078 446 ; 26 278 ;;
TARNOPOLSKIE;KAMIONECKI; 94 583 ; 102 923 ; 37 174 ; 75 616 ; 835 370 ; 28 022 ;;
TARNOPOLSKIE;KOPYCZYNIECKI; 127 016 ; 166 180 ; 108 917 ; 24 596 ; 1 348 177 ; 35 491 ;;
TARNOPOLSKIE;PODHAJECKI; 175 637 ; 150 398 ; 100 383 ; 108 361 ; 1 403 720 ; 25 408 ;;
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 134 466 ; 108 619 ; 47 274 ; 76 173 ; 1 246 470 ; 7 914 ;;
TARNOPOLSKIE;RADZIECHOWSKI; 132 427 ; 120 198 ; 63 888 ; 80 213 ; 920 905 ; 11 285 ;;
TARNOPOLSKIE;SKAŁACKI; 197 509 ; 123 386 ; 133 832 ; 39 824 ; 1 218 715 ; 21 117 ;;
TARNOPOLSKIE;TARNOPOLSKI; 238 089 ; 233 164 ; 132 113 ; 122 601 ; 1 714 214 ; 35 781 ;;
TARNOPOLSKIE;TREMBOWELSKI; 179 003 ; 172 708 ; 104 865 ; 58 162 ; 1 196 405 ; 5 973 ;;
TARNOPOLSKIE;ZALESZCZYCKI; 112 951 ; 94 816 ; 56 661 ; 18 228 ; 755 985 ; 24 356 ;;
TARNOPOLSKIE;ZBARASKI; 177 151 ; 123 107 ; 91 522 ; 89 704 ; 818 520 ; 5 442 ;;
TARNOPOLSKIE;ZBOROWSKI; 99 146 ; 132 283 ; 69 494 ; 97 368 ; 1 087 215 ; 3 850 ;;
TARNOPOLSKIE;ZŁOCZOWSKI; 143 153 ; 147 487 ; 86 694 ; 121 308 ; 1 215 486 ; 4 854 ;;
WARSZAWSKIE;BŁOŃSKI; 71 627 ; 285 189 ; 26 611 ; 88 366 ; 1 068 664 ; 343 430 ;;
WARSZAWSKIE;CIECHANOWSKI; 93 402 ; 312 735 ; 51 065 ; 64 099 ; 941 704 ; 290 108 ;;
WARSZAWSKIE;GOSTYNIŃSKI; 61 759 ; 293 589 ; 25 595 ; 72 054 ; 1 047 763 ; 151 967 ;;
WARSZAWSKIE;GRÓJECKI; 101 584 ; 552 804 ; 38 233 ; 219 851 ; 2 272 226 ; 10 656 ;;
WARSZAWSKIE;KUTNOWSKI; 159 145 ; 290 620 ; 65 942 ; 98 635 ; 1 020 770 ; 637 456 ;;
WARSZAWSKIE;LIPNOWSKI; 68 485 ; 481 339 ; 111 470 ; 60 503 ; 1 555 457 ; 157 814 ;;
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 52 833 ; 249 906 ; 16 875 ; 50 805 ; 973 782 ; 16 772 ;;
WARSZAWSKIE;MIŃSKI; 28 912 ; 325 254 ; 37 319 ; 130 345 ; 1 312 530 ; -   ;;
WARSZAWSKIE;MŁAWSKI; 22 855 ; 441 144 ; 23 646 ; 42 041 ; 1 952 457 ; 34 547 ;;
WARSZAWSKIE;NIESZAWSKI; 179 090 ; 522 521 ; 168 511 ; 42 596 ; 1 360 401 ; 605 239 ;;
WARSZAWSKIE;PRZASNYCKI; 71 742 ; 256 865 ; 22 289 ; 29 902 ; 837 825 ; 64 292 ;;
WARSZAWSKIE;PUŁTUSKI; 69 450 ; 428 572 ; 36 375 ; 91 390 ; 1 424 150 ; 34 977 ;;
WARSZAWSKIE;PŁOCKI; 114 371 ; 511 716 ; 111 602 ; 91 081 ; 1 846 175 ; 522 809 ;;
WARSZAWSKIE;PŁOŃSKI; 73 843 ; 419 563 ; 56 809 ; 66 984 ; 1 222 518 ; 189 514 ;;
WARSZAWSKIE;RADZYMIŃSKI; 18 338 ; 214 722 ; 13 138 ; 51 080 ; 788 837 ; -   ;;
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 40 506 ; 425 449 ; 36 640 ; 80 680 ; 2 162 040 ; 2 017 ;;
WARSZAWSKIE;RYPIŃSKI; 58 658 ; 383 035 ; 102 553 ; 53 586 ; 1 410 655 ; 184 160 ;;
WARSZAWSKIE;SIERPECKI; 30 698 ; 395 401 ; 30 085 ; 54 752 ; 1 861 635 ; 38 296 ;;
WARSZAWSKIE;SKIERNIEWICKI; 33 471 ; 330 957 ; 24 833 ; 118 190 ; 1 282 830 ; 11 720 ;;
WARSZAWSKIE;SOCHACZEWSKI; 55 120 ; 250 506 ; 24 248 ; 80 961 ; 967 076 ; 158 314 ;;
