Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
KRAKOWSKIE;TARNOWSKI; 78 147 ; 113 169 ; 27 853 ; 107 084 ; 991 620 ; 3 345 ; 114 ;  
KRAKOWSKIE;WADOWICKI; 58 984 ; 125 002 ; 15 379 ; 151 159 ; 1 335 420 ; 16 127 ; -   ;  
KRAKOWSKIE;ŻYWIECKI; 14 630 ; 70 595 ; 20 035 ; 149 533 ; 852 077 ; -   ; -   ;  
LUBELSKIE;BIALSKI (BIAŁA PODLASKA); 71 718 ; 399 560 ; 37 016 ; 200 391 ; 2 820 717 ; -   ; 5 784 ;  
LUBELSKIE;BIŁGORAJSKI; 47 500 ; 191 441 ; 47 608 ; 122 714 ; 1 158 624 ; -   ; 27 549 ;  
LUBELSKIE;CHEŁMSKI; 230 331 ; 366 498 ; 149 509 ; 136 634 ; 1 445 970 ; 114 751 ; 14 955 ;  
LUBELSKIE;GARWOLIŃSKI; 73 623 ; 489 338 ; 112 326 ; 211 113 ; 3 078 150 ; 114 ; 20 328 ;  
LUBELSKIE;HRUBIESZOWSKI; 345 243 ; 254 434 ; 142 411 ; 197 950 ; 1 245 955 ; 284 722 ; 10 738 ;  
LUBELSKIE;JANOWSKI; 145 999 ; 361 353 ; 151 436 ; 255 251 ; 2 550 178 ; 50 635 ; 45 818 ;  
LUBELSKIE;KRASNOSTAWSKI; 269 012 ; 259 724 ; 109 200 ; 140 105 ; 1 585 831 ; 173 123 ; 14 133 ;  
LUBELSKIE;LUBARTOWSKI; 64 299 ; 331 312 ; 40 909 ; 101 382 ; 1 743 309 ; 32 611 ; 46 532 ;  
LUBELSKIE;LUBELSKI; 354 281 ; 384 716 ; 182 703 ; 264 225 ; 2 458 202 ; 534 791 ; 13 870 ;  
LUBELSKIE;LUBLIN (MIASTO);;;;;;;;
LUBELSKIE;PUŁAWSKI; 104 258 ; 297 901 ; 136 558 ; 133 834 ; 2 191 850 ; 312 325 ; 24 731 ;  
LUBELSKIE;RADZYŃSKI; 95 595 ; 276 785 ; 19 865 ; 162 383 ; 2 223 632 ; 11 774 ; 13 644 ;  
LUBELSKIE;SIEDLECKI; 109 659 ; 435 115 ; 26 601 ; 234 582 ; 2 863 155 ; 9 321 ; 1 481 ;  
LUBELSKIE;SOKOŁOWSKI; 87 438 ; 210 705 ; 28 901 ; 86 275 ; 1 792 977 ; 156 597 ; 1 028 ;  
LUBELSKIE;TOMASZOWSKI; 230 108 ; 210 529 ; 123 170 ; 147 491 ; 1 234 433 ; 235 075 ; 12 015 ;  
LUBELSKIE;WĘGROWSKI; 59 699 ; 266 641 ; 30 665 ; 116 876 ; 1 765 554 ; 24 994 ; 3 279 ;  
LUBELSKIE;WŁODAWSKI; 77 499 ; 349 454 ; 30 939 ; 147 546 ; 1 734 802 ; 7 473 ; 24 875 ;  
LUBELSKIE;ZAMOJSKI; 244 950 ; 222 092 ; 116 205 ; 169 963 ; 1 621 404 ; 202 202 ; 11 843 ;  
LUBELSKIE;ŁUKOWSKI; 58 900 ; 466 616 ; 41 983 ; 186 818 ; 2 924 412 ; -   ; 20 692 ;  
LWOWSKIE;BRZOZOWSKI; 54 832 ; 85 267 ; 38 456 ; 74 939 ; 717 859 ; 4 682 ; 54 ;  
LWOWSKIE;BÓBRECKI; 128 327 ; 89 090 ; 37 523 ; 79 509 ; 1 008 741 ; 195 845 ; 2 768 ;  
LWOWSKIE;DOBROMILSKI; 61 761 ; 100 948 ; 22 165 ; 83 889 ; 829 076 ; 4 764 ; 179 ;  
LWOWSKIE;DROHOBYCKI; 40 989 ; 106 293 ; 26 818 ; 110 233 ; 999 459 ; -   ; 337 ;  
LWOWSKIE;GRÓDECKI; 68 774 ; 116 747 ; 32 501 ; 88 588 ; 828 698 ; 9 009 ; 9 060 ;  
LWOWSKIE;JAROSŁAWSKI; 155 725 ; 316 260 ; 67 720 ; 146 717 ; 1 348 064 ; 178 394 ; 4 025 ;  
LWOWSKIE;JAWOROWSKI; 29 490 ; 142 057 ; 33 446 ; 77 568 ; 1 108 085 ; 351 ; 4 059 ;  
LWOWSKIE;KOLBUSZOWSKI; 21 865 ; 149 002 ; 28 968 ; 59 783 ; 841 083 ; -   ; 2 828 ;  
LWOWSKIE;KROŚNIEŃSKI; 97 110 ; 127 383 ; 34 764 ; 96 190 ; 1 088 600 ; 2 726 ; 352 ;  
LWOWSKIE;LESKI; 25 627 ; 85 129 ; 20 523 ; 277 490 ; 1 142 145 ; -   ; -   ;  
LWOWSKIE;LUBACZOWSKI; 59 892 ; 154 928 ; 31 470 ; 115 298 ; 1 302 005 ; -   ; 14 396 ;  
LWOWSKIE;LWOWSKI; 172 759 ; 166 767 ; 38 382 ; 151 827 ; 1 518 213 ; 15 170 ; 6 853 ;  
LWOWSKIE;LWÓW (MIASTO);;;;;;;;
LWOWSKIE;MOŚCISKI; 85 856 ; 147 477 ; 30 311 ; 64 928 ; 971 861 ; 6 190 ; 3 244 ;  
LWOWSKIE;NIŻAŃSKI; 40 497 ; 113 083 ; 30 171 ; 52 637 ; 832 420 ; 2 595 ; 4 956 ;  
LWOWSKIE;PRZEMYSKI; 151 011 ; 143 913 ; 32 938 ; 78 118 ; 1 349 899 ; 48 597 ; 140 ;  
LWOWSKIE;PRZEWORSKI; 79 659 ; 90 564 ; 15 009 ; 48 167 ; 492 218 ; 271 460 ; 564 ;  
LWOWSKIE;RAWSKI (RAWA RUSKA); 159 526 ; 206 244 ; 81 989 ; 109 764 ; 1 227 398 ; 21 950 ; 8 901 ;  
LWOWSKIE;RUDECKI; 71 862 ; 84 663 ; 31 567 ; 68 981 ; 1 137 870 ; 25 752 ; 2 400 ;  
LWOWSKIE;RZESZOWSKI; 127 832 ; 211 827 ; 55 700 ; 121 549 ; 1 414 573 ; 14 467 ; 124 ;  
LWOWSKIE;SAMBORSKI; 86 005 ; 184 628 ; 48 151 ; 122 002 ; 1 350 491 ; 2 492 ; 538 ;  
LWOWSKIE;SANOCKI; 86 701 ; 125 549 ; 73 794 ; 176 531 ; 1 310 108 ; 7 439 ; -   ;  
LWOWSKIE;SOKALSKI; 245 731 ; 144 793 ; 81 688 ; 110 570 ; 1 165 172 ; 58 030 ; 4 840 ;  
LWOWSKIE;TARNOBRZESKI; 39 977 ; 126 565 ; 38 276 ; 62 807 ; 1 071 622 ; 29 854 ; 2 033 ;  
LWOWSKIE;TURCZAŃSKI; 3 184 ; 59 232 ; 8 046 ; 220 052 ; 865 494 ; -   ; 99 ;  
LWOWSKIE;ŁAŃCUCKI; 81 319 ; 161 757 ; 45 799 ; 93 330 ; 969 643 ; 35 883 ; 8 390 ;  
LWOWSKIE;ŻÓŁKIEWSKI; 105 425 ; 127 416 ; 40 894 ; 71 898 ; 753 423 ; 795 ; 8 130 ;  
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;;;;
NOWOGRÓDZKIE;BARANOWICKI; 33 326 ; 386 739 ; 85 942 ; 184 467 ; 1 831 887 ; -   ; 44 577 ;  
NOWOGRÓDZKIE;LIDZKI; 9 291 ; 511 102 ; 97 309 ; 202 315 ; 3 714 470 ; -   ; 45 203 ;  
NOWOGRÓDZKIE;NIEŚWIESKI; 49 111 ; 333 321 ; 69 150 ; 169 460 ; 1 896 856 ; -   ; 16 184 ;  
NOWOGRÓDZKIE;NOWOGRÓDZKI; 63 629 ; 342 100 ; 103 875 ; 228 608 ; 1 497 402 ; -   ; 37 032 ;  
NOWOGRÓDZKIE;STOŁPECKI; 25 603 ; 283 049 ; 53 237 ; 95 190 ; 1 133 042 ;  ; 13 661 ;  
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE); 13 545 ; 213 401 ; 58 705 ; 70 438 ; 914 205 ; -   ; 16 390 ;  
NOWOGRÓDZKIE;SŁONIMSKI; 30 129 ; 369 953 ; 49 899 ; 136 733 ; 1 694 127 ; -   ; 33 888 ;  
NOWOGRÓDZKIE;WOŁOŻYŃSKI; 11 350 ; 195 980 ; 72 404 ; 109 124 ; 1 090 079 ; -   ; 9 503 ;  
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.); 97 761 ; 579 089 ; 59 719 ; 208 081 ; 3 544 925 ; -   ; 21 914 ;  
POLESKIE;DROHICKI; 25 087 ; 280 569 ; 32 972 ; 108 431 ; 1 590 548 ; -   ; 5 681 ;  
POLESKIE;IWACEWICKI; 4 670 ; 230 694 ; 23 956 ; 69 227 ; 1 624 768 ; -   ; 9 168 ;  
POLESKIE;KOBRYŃSKI; 43 502 ; 378 542 ; 41 859 ; 98 545 ; 1 966 715 ; -   ; 15 489 ;  
POLESKIE;KOSZYRSKI; 5 037 ; 218 967 ; 20 385 ; 50 757 ; 1 077 085 ; -   ; 7 977 ;  
POLESKIE;PIŃSKI; 14 255 ; 388 625 ; 29 025 ; 128 014 ; 1 693 991 ; -   ; 19 997 ;  
POLESKIE;PRUŻAŃSKI; 29 081 ; 376 007 ; 55 262 ; 112 454 ; 1 591 821 ; -   ; 8 304 ;  
POLESKIE;STOLIŃSKI; 10 431 ; 299 182 ; 12 649 ; 47 874 ; 1 204 243 ; -   ; 14 674 ;  
POLESKIE;ŁUNINIECKI; 4 980 ; 179 715 ; 11 597 ; 43 572 ; 1 188 355 ; -   ; 13 720 ;  
POMORSKIE;BRODNICKI; 40 595 ; 273 031 ; 71 340 ; 42 980 ; 1 069 127 ; 110 364 ; 122 ;  
POMORSKIE;CHEŁMIŃSKI; 118 824 ; 151 094 ; 99 841 ; 43 374 ; 713 555 ; 639 167 ; -   ;  
POMORSKIE;CHOJNICKI; 12 553 ; 262 233 ; 28 538 ; 72 581 ; 1 169 366 ; 2 757 ; 3 387 ;  
POMORSKIE;DZIAŁDOWSKI; 9 773 ; 174 015 ; 45 045 ; 32 810 ; 1 070 751 ; 2 290 ; 203 ;  
POMORSKIE;GDYNIA (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;;;;
POMORSKIE;GRUDZIĄDZKI; 96 088 ; 132 761 ; 84 127 ; 62 845 ; 594 824 ; 310 052 ; 10 ;  
POMORSKIE;KARTUSKI; 4 217 ; 196 801 ; 13 912 ; 85 524 ; 1 048 702 ; -   ; 63 ;  
POMORSKIE;KOŚCIERSKI; 13 405 ; 204 931 ; 12 387 ; 55 665 ; 726 454 ; 2 461 ; 1 799 ;  
POMORSKIE;LUBAWSKI; 32 642 ; 275 515 ; 88 781 ; 67 152 ; 1 128 561 ; 25 681 ; 32 ;  
POMORSKIE;MORSKI; 6 741 ; 167 431 ; 15 865 ; 82 746 ; 794 001 ; 1 309 ; 210 ;  
POMORSKIE;STAROGARDZKI; 28 309 ; 189 354 ; 27 761 ; 32 679 ; 654 799 ; 65 336 ; 308 ;  
POMORSKIE;SĘPOLEŃSKI; 15 039 ; 198 534 ; 46 631 ; 65 771 ; 766 515 ; 27 963 ; 90 ;  
POMORSKIE;TCZEWSKI; 107 051 ; 96 423 ; 68 850 ; 48 359 ; 482 160 ; 460 211 ; 24 ;  
POMORSKIE;TORUŃ (MIASTO);;;;;;;;
POMORSKIE;TORUŃSKI; 91 004 ; 181 108 ; 51 950 ; 23 798 ; 703 367 ; 671 268 ; 450 ;  
POMORSKIE;TUCHOLSKI; 21 626 ; 199 403 ; 48 546 ; 36 429 ; 713 189 ; 50 356 ; 205 ;  
POMORSKIE;WĄBRZESKI; 89 365 ; 168 000 ; 66 699 ; 38 784 ; 913 435 ; 229 993 ; 46 ;  
POMORSKIE;ŚWIECKI; 51 353 ; 340 850 ; 63 533 ; 52 837 ; 1 766 287 ; 218 078 ; 198 ;  
POZNAŃSKIE;BYDGOSKI; 71 561 ; 294 673 ; 92 044 ; 71 888 ; 1 186 181 ; 159 517 ; 47 ;  
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;;;;
POZNAŃSKIE;CHODZIESKI; 9 816 ; 240 699 ; 35 200 ; 47 966 ; 1 001 835 ; 19 329 ; 5 ;  
POZNAŃSKIE;CZARNKOWSKI; 12 462 ; 188 363 ; 19 301 ; 44 151 ; 774 072 ; 31 500 ; 4 ;  
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI; 61 207 ; 404 168 ; 84 500 ; 87 737 ; 1 477 171 ; 355 760 ; 657 ;  
POZNAŃSKIE;GOSTYŃSKI; 129 952 ; 200 024 ; 78 986 ; 95 143 ; 1 138 444 ; 569 310 ; 80 ;  
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;;;;
POZNAŃSKIE;INOWROCŁAWSKI; 151 512 ; 281 287 ; 127 387 ; 38 191 ; 1 243 071 ; 1 358 500 ; 77 ;  
POZNAŃSKIE;JAROCIŃSKI; 104 806 ; 391 470 ; 66 200 ; 133 805 ; 2 078 545 ; 624 624 ; 178 ;  
POZNAŃSKIE;KOŚCIAŃSKI; 107 065 ; 360 764 ; 85 292 ; 91 419 ; 1 931 880 ; 487 793 ; 83 ;  
POZNAŃSKIE;KROTOSZYŃSKI; 142 858 ; 226 155 ; 57 931 ; 156 990 ; 1 506 622 ; 457 842 ; -   ;  
POZNAŃSKIE;KĘPIŃSKI; 32 248 ; 351 485 ; 28 036 ; 151 339 ; 2 170 102 ; 116 901 ; 90 ;  
POZNAŃSKIE;LESZCZYŃSKI; 58 056 ; 247 656 ; 43 237 ; 77 288 ; 1 170 835 ; 289 854 ; 47 ;  
POZNAŃSKIE;MIĘDZYCHODZKI; 13 118 ; 135 317 ; 14 657 ; 28 635 ; 612 592 ; 64 480 ; 226 ;  
POZNAŃSKIE;MOGILEŃSKI; 138 745 ; 436 620 ; 194 754 ; 83 409 ; 1 567 770 ; 1 231 317 ; 190 ;  
POZNAŃSKIE;NOWOTOMYSKI; 83 391 ; 395 594 ; 74 615 ; 87 136 ; 2 436 272 ; 498 434 ; 69 ;  
POZNAŃSKIE;OBORNICKI; 46 622 ; 282 452 ; 46 748 ; 56 218 ; 1 345 432 ; 191 980 ; 112 ;  
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);-61 205 ; 344 410 ; 35 996 ; 105 012 ; 2 126 149 ; 77 468 ; 118 ;  
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;;;;
POZNAŃSKIE;POZNAŃSKI; 60 233 ; 456 253 ; 102 166 ; 77 954 ; 2 166 149 ; 306 000 ; 47 ;  
POZNAŃSKIE;RAWICKI; 56 403 ; 155 199 ; 35 775 ; 53 181 ; 725 297 ; 401 419 ; 63 ;  
POZNAŃSKIE;SZAMOTULSKI; 74 796 ; 261 503 ; 69 765 ; 56 905 ; 1 466 107 ; 483 634 ; 44 ;  
POZNAŃSKIE;SZUBIŃSKI; 41 939 ; 279 435 ; 78 671 ; 50 997 ; 1 119 582 ; 243 537 ; 35 ;  
POZNAŃSKIE;WOLSZTYŃSKI; 12 390 ; 211 292 ; 15 334 ; 39 019 ; 883 436 ; 77 327 ; 73 ;  
POZNAŃSKIE;WRZESIŃSKI; 62 065 ; 250 624 ; 74 825 ; 58 170 ; 1 133 753 ; 626 075 ; 21 ;  
POZNAŃSKIE;WYRZYSKI; 80 094 ; 373 649 ; 129 814 ; 68 861 ; 1 652 500 ; 346 045 ; 40 ;  
POZNAŃSKIE;WĄGROWIECKI; 38 105 ; 333 134 ; 82 791 ; 70 955 ; 1 755 989 ; 173 338 ; 133 ;  
POZNAŃSKIE;ŚREDZKI; 81 185 ; 321 214 ; 92 769 ; 76 612 ; 1 320 785 ; 467 160 ; 144 ;  
POZNAŃSKIE;ŚREMSKI; 60 209 ; 362 160 ; 64 284 ; 66 387 ; 1 203 960 ; 266 478 ; 150 ;  
POZNAŃSKIE;ŻNIŃSKI; 57 788 ; 267 587 ; 92 572 ; 53 532 ; 1 088 377 ; 337 529 ; -   ;  
STANISŁAWOWSKIE;DOLIŃSKI; 8 215 ; 65 943 ; 3 630 ; 74 856 ; 621 833 ; -   ; 61 ;  
STANISŁAWOWSKIE;HORODEŃSKI; 202 376 ; 138 109 ; 88 933 ; 47 774 ; 1 117 329 ; 240 663 ; 1 317 ;  
STANISŁAWOWSKIE;KAŁUSKI; 41 396 ; 84 337 ; 10 386 ; 88 413 ; 1 078 345 ; -   ; 3 539 ;  
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI); 7 209 ; 14 417 ; 3 996 ; 7 720 ; 334 038 ; -   ; -   ;  
STANISŁAWOWSKIE;KOŁOMYJSKI; 144 317 ; 177 288 ; 40 691 ; 108 024 ; 1 455 111 ; 35 239 ; 261 ;  
STANISŁAWOWSKIE;NADWÓRNIAŃSKI; 13 849 ; 95 940 ; 4 970 ; 67 544 ; 1 170 614 ; -   ; 936 ;  
STANISŁAWOWSKIE;ROHATYŃSKI; 188 737 ; 152 631 ; 68 795 ; 114 272 ; 1 553 556 ; 100 463 ; 6 851 ;  
STANISŁAWOWSKIE;STANISŁAWOWSKI; 94 962 ; 179 526 ; 14 208 ; 111 040 ; 1 447 055 ; 5 695 ; 3 062 ;  
STANISŁAWOWSKIE;STRYJSKI; 31 899 ; 111 707 ; 15 013 ; 139 208 ; 880 630 ; -   ; 1 343 ;  
STANISŁAWOWSKIE;TŁUMACKI; 130 785 ; 151 218 ; 34 436 ; 86 017 ; 1 215 569 ; 1 690 ; 943 ;  
STANISŁAWOWSKIE;ŚNIATYŃSKI; 122 770 ; 96 840 ; 35 569 ; 33 608 ; 603 760 ; 26 668 ; 12 ;  
STANISŁAWOWSKIE;ŻYDACZOWSKI; 72 354 ; 93 348 ; 14 401 ; 58 687 ; 913 024 ; 17 804 ; 5 061 ;  
TARNOPOLSKIE;BORSZCZOWSKI; 174 796 ; 153 158 ; 69 459 ; 24 554 ; 1 140 189 ; 2 234 ; 3 160 ;  
TARNOPOLSKIE;BRODZKI; 95 257 ; 126 350 ; 59 976 ; 86 583 ; 959 858 ; -   ; 14 342 ;  
TARNOPOLSKIE;BRZEŻAŃSKI; 163 221 ; 195 226 ; 113 639 ; 143 621 ; 1 714 945 ; 49 000 ; 9 737 ;  
TARNOPOLSKIE;BUCZACKI; 188 404 ; 211 322 ; 76 766 ; 68 084 ; 1 200 910 ; 5 406 ; 12 515 ;  
TARNOPOLSKIE;CZORTKOWSKI; 173 578 ; 129 224 ; 59 053 ; 16 730 ; 712 377 ; 30 651 ; 5 772 ;  
TARNOPOLSKIE;KAMIONECKI; 127 565 ; 107 270 ; 35 875 ; 73 555 ; 871 761 ; 21 966 ; 6 966 ;  
TARNOPOLSKIE;KOPYCZYNIECKI; 174 169 ; 149 541 ; 87 494 ; 26 102 ; 1 144 690 ; 37 133 ; 13 985 ;  
TARNOPOLSKIE;PODHAJECKI; 154 982 ; 134 070 ; 59 603 ; 67 587 ; 1 255 632 ; 29 575 ; 18 152 ;  
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 165 409 ; 112 401 ; 51 005 ; 117 789 ; 1 066 972 ; 34 329 ; 9 902 ;  
TARNOPOLSKIE;RADZIECHOWSKI; 122 151 ; 110 741 ; 58 263 ; 77 007 ; 785 215 ; 9 457 ; 4 378 ;  
TARNOPOLSKIE;SKAŁACKI; 181 594 ; 97 969 ; 97 219 ; 31 968 ; 1 010 799 ; 42 734 ; 13 942 ;  
TARNOPOLSKIE;TARNOPOLSKI; 226 379 ; 192 803 ; 118 550 ; 122 972 ; 1 528 562 ; 86 280 ; 47 285 ;  
TARNOPOLSKIE;TREMBOWELSKI; 169 740 ; 141 655 ; 62 955 ; 42 489 ; 993 401 ; 18 232 ; 26 608 ;  
TARNOPOLSKIE;ZALESZCZYCKI; 137 924 ; 104 298 ; 60 233 ; 20 439 ; 744 820 ; 30 233 ; 5 771 ;  
TARNOPOLSKIE;ZBARASKI; 185 324 ; 95 650 ; 102 945 ; 111 383 ; 776 366 ; 11 454 ; 24 847 ;  
TARNOPOLSKIE;ZBOROWSKI; 130 313 ; 152 109 ; 90 258 ; 136 006 ; 1 166 727 ; 12 608 ; 15 383 ;  
TARNOPOLSKIE;ZŁOCZOWSKI; 151 548 ; 144 849 ; 94 649 ; 118 437 ; 1 187 915 ; 25 597 ; 17 984 ;  
WARSZAWSKIE;BŁOŃSKI; 82 212 ; 243 742 ; 26 427 ; 119 123 ; 1 569 313 ; 357 469 ; 785 ;  
WARSZAWSKIE;CIECHANOWSKI; 126 051 ; 326 103 ; 56 791 ; 70 049 ; 993 769 ; 253 280 ; 1 930 ;  
WARSZAWSKIE;GOSTYNIŃSKI; 76 176 ; 318 558 ; 22 237 ; 83 334 ; 1 415 468 ; 125 087 ; 871 ;  
WARSZAWSKIE;GRÓJECKI; 103 726 ; 490 564 ; 32 853 ; 227 037 ; 2 617 420 ; 10 632 ; 1 472 ;  
WARSZAWSKIE;KUTNOWSKI; 182 757 ; 317 463 ; 60 519 ; 119 154 ; 1 343 301 ; 701 948 ; 165 ;  
